GUBERNATURA
07/06/2021 13:20 (UTC-5)
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
1190,969,3,966,81.1764,928,77.9831,2.1008,38,524789,328842,327026,62.3157

CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_DISTRITO_LOCAL,DISTRITO_LOCAL,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PVEM,MC,MOR,PES,RSP,FM,C_PAN_PRI_PRD,C_PAN_PRI,C_PAN_PRD,C_PRI_PRD,C_PT_MOR,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,SHA,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
040391B0100,040391B010005,04,CAMPECHE,018,018. HOPELCHEN,0391,01,B,00,2,5,81,280,0,280,10,88,2,3,0,68,91,8,0,2,0,0,0,0,1,0,7,280,280,341,0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,6fcdcba960b6d4c0977eb55fc0ef1293656bdcb3194e0af2a2ca761d96d76e1e,07/06/2021 01:25:00,07/06/2021 01:29:18,07/06/2021 01:40:05,CATD,ESCANER,ACTA PREP
040392B0100,040392B010005,04,CAMPECHE,018,018. HOPELCHEN,0392,01,B,00,2,5,24,189,0,189,0,75,1,0,0,45,61,0,1,0,3,1,0,0,0,0,2,189,189,193,0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,96ed2e0be7477d3b8d239cd168f4f8a022c246c9f1f62efa28c406f2db02faa4,06/06/2021 20:13:00,06/06/2021 20:27:11,06/06/2021 20:40:04,CATD,ESCANER,ACTA PREP
040393B0100,040393B010005,04,CAMPECHE,018,018. HOPELCHEN,0393,01,B,00,2,5,49,126,2,128,0,33,1,0,0,24,60,6,1,0,0,0,0,0,0,0,3,128,128,157,2,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,02c420000551c0a32ab563ac29032b88e4e6a2888fb2706f7ef8f5b7565c29f6,06/06/2021 20:32:00,06/06/2021 20:42:27,06/06/2021 21:00:06,CATD,ESCANER,ACTA PREP
040394B0100,040394B010005,04,CAMPECHE,018,018. HOPELCHEN,0394,01,B,00,2,5,,,,,,,,,,,,,,,,,,,,,,,,384,,,,,,,,,,,
040394C0100,040394C010005,04,CAMPECHE,018,018. HOPELCHEN,0394,01,C,00,2,5,,,,,,,,,,,,,,,,,,,,,,,,384,,,,,,,,,,,
040395B0100,040395B010005,04,CAMPECHE,018,018. HOPELCHEN,0395,01,B,00,2,5,0,0,0,383,0,150,0,0,3,144,81,3,0,1,0,0,0,0,0,0,1,383,383,456,0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,846622708833676c7b15182809d39e10ca47b6b64241e5365499ec8c465f176b,07/06/2021 01:38:00,07/06/2021 01:43:25,07/06/2021 02:00:07,CATD,ESCANER,ACTA PREP
040395C0100,040395C010005,04,CAMPECHE,018,018. HOPELCHEN,0395,01,C,00,2,5,0,0,0,0,3,151,0,0,2,117,106,6,3,1,0,0,0,0,0,0,0,0,389,456,0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,08dc7a4246de9edf4c651b981ebb2499e6f4495906450103a655cbbf3126bd76,07/06/2021 00:25:00,07/06/2021 00:33:38,07/06/2021 00:40:06,CATD,ESCANER,ACTA PREP
040396B0100,040396B010005,04,CAMPECHE,018,018. HOPELCHEN,0396,01,B,00,2,5,102,441,0,441,0,142,0,7,1,210,69,1,2,2,2,0,0,0,1,0,4,441,441,523,0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,379aca29e854f265d50e9a52b61f0441011667e5de191268401afcece6635f37,07/06/2021 04:17:00,07/06/2021 04:20:46,07/06/2021 04:40:05,CATD,ESCANER,ACTA PREP
040397B0100,040397B010005,04,CAMPECHE,018,018. HOPELCHEN,0397,01,B,00,2,5,186,481,0,481,3,145,5,4,0,129,167,5,7,0,5,0,0,0,0,0,12,481,482,648,0,,1,F,94260592eec7a59042e09dd27b9d6f39ab4a732cad4853a254626f6886d09528,07/06/2021 04:32:00,07/06/2021 04:37:20,07/06/2021 04:40:06,CATD,ESCANER,ACTA PREP
040398B0100,040398B010005,04,CAMPECHE,018,018. HOPELCHEN,0398,01,B,00,2,5,93,328,0,328,1,76,3,10,0,93,111,4,7,3,5,0,0,0,7,0,8,328,328,401,0,,1,F,d864bcfe5c0f2de5c2e2408571a6e32e2d51cd60dde213072514c2ed56c70315,07/06/2021 00:48:00,07/06/2021 01:08:22,07/06/2021 01:20:06,CATD,ESCANER,ACTA PREP
040398C0100,040398C010005,04,CAMPECHE,018,018. HOPELCHEN,0398,01,C,00,2,5,95,325,2,325,1,94,3,7,1,79,108,9,6,1,2,3,0,1,0,0,10,325,325,401,2,,1,F,187554952a0c727f6a0baedb6f131806fb395cfca2d76a7630b24dff7fd83139,07/06/2021 01:02:00,07/06/2021 01:08:13,07/06/2021 01:20:06,CATD,ESCANER,ACTA PREP
040399B0100,040399B010005,04,CAMPECHE,018,018. HOPELCHEN,0399,01,B,00,2,5,90,422,0,422,6,107,0,28,0,164,105,4,0,0,4,0,0,0,0,0,4,422,422,493,0,,1,F,7c775cc88a1dc0242b88c0d6c7f1036d9c48fbcc7d0412f33cca487d0cdaac55,07/06/2021 01:08:00,07/06/2021 01:15:24,07/06/2021 01:20:06,CATD,ESCANER,ACTA PREP
040400B0100,040400B010005,04,CAMPECHE,018,018. HOPELCHEN,0400,01,B,00,2,5,89,577,0,577,17,221,2,6,1,184,118,6,1,1,9,0,0,0,0,0,11,577,577,646,0,,1,F,7810f77addc989dd29eb46d56bc56c0be64de5d25698cd1bf6d444041ab4e57d,07/06/2021 07:58:00,07/06/2021 08:02:34,07/06/2021 08:20:05,CATD,ESCANER,ACTA PREP
040400C0100,040400C010005,04,CAMPECHE,018,018. HOPELCHEN,0400,01,C,00,2,5,104,562,0,0,23,269,2,4,3,157,83,2,4,1,6,1,0,0,0,0,7,562,562,646,0,,1,F,8676b81dd828905b736525ed05d269e5e49cf77ed9aba5f9fa089e7433066007,07/06/2021 07:01:00,07/06/2021 07:06:31,07/06/2021 07:20:05,CATD,ESCANER,ACTA PREP
040401B0100,040401B010005,04,CAMPECHE,018,018. HOPELCHEN,0401,01,B,00,1,5,79,572,0,572,37,207,1,0,0,135,173,3,1,0,3,1,0,1,1,0,8,572,571,634,0,,1,F,ade672de9cc9244ed579d3a7c93711806ecce5bfe897765a4ed4802365943666,07/06/2021 07:34:00,07/06/2021 07:46:43,,CATD,ESCANER,ACTA PREP
040401C0100,040401C010005,04,CAMPECHE,018,018. HOPELCHEN,0401,01,C,00,1,5,109,546,0,546,31,242,2,6,0,117,129,3,4,0,3,0,0,0,1,0,7,546,545,634,0,,1,F,4aa102f1ac26ccac06608926469978bde1d011130e908d597bf546be342423dd,07/06/2021 07:27:00,07/06/2021 07:32:45,07/06/2021 07:40:05,CATD,ESCANER,ACTA PREP
040402B0100,040402B010005,04,CAMPECHE,018,018. HOPELCHEN,0402,01,B,00,2,5,586,183,0,183,0,80,2,0,0,36,63,0,0,1,0,0,0,0,0,0,1,183,183,749,0,,1,F,3b3a08b08a7accff7cab7b657c7a7daef7cd7913a86852e118a77d01df2e1bd0,07/06/2021 00:39:00,07/06/2021 00:43:38,07/06/2021 01:00:06,CATD,ESCANER,ACTA PREP
040403B0100,040403B010005,04,CAMPECHE,018,018. HOPELCHEN,0403,01,B,00,2,5,311,397,0,397,10,102,1,0,0,116,144,4,4,2,1,0,0,0,0,0,14,397,398,688,0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,85a6c64bc4fa6b5d403df24539ecc904403192f5bf064884f8e03cc50356160a,07/06/2021 04:42:00,07/06/2021 04:49:23,07/06/2021 05:00:06,CATD,ESCANER,ACTA PREP
040403C0100,040403C010005,04,CAMPECHE,018,018. HOPELCHEN,0403,01,C,00,2,5,288,419,5,419,11,0,0,5,1,114,157,3,10,0,0,1,0,0,0,0,12,415,314,688,5,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,75d5c30256746a7556c59e3de004a06f86771f6c3737604edf9336763e012b62,07/06/2021 04:23:00,07/06/2021 04:31:20,07/06/2021 04:40:05,CATD,ESCANER,ACTA PREP
040404B0100,040404B010005,04,CAMPECHE,018,018. HOPELCHEN,0404,01,B,00,2,5,118,310,4,314,2,102,0,6,1,78,107,4,3,1,1,1,0,0,1,0,7,314,314,412,4,,1,F,25a24b065af9611a84bddc0f9fe3e266bd05b2c54ba69f42e5f523716b8ae276,07/06/2021 08:06:00,07/06/2021 08:10:30,07/06/2021 08:20:05,CATD,ESCANER,ACTA PREP
040404C0100,040404C010005,04,CAMPECHE,018,018. HOPELCHEN,0404,01,C,00,2,5,0,0,0,324,1,124,0,4,1,83,104,1,1,1,1,1,0,0,0,0,2,324,324,412,0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,484423d06bd890aa299a032d35d28c51957713b432f3348d3c657a4227370c69,07/06/2021 07:20:00,07/06/2021 07:25:17,07/06/2021 07:40:05,CATD,ESCANER,ACTA PREP
040405B0100,040405B010005,04,CAMPECHE,018,018. HOPELCHEN,0405,01,B,00,2,5,619,145,0,145,0,52,0,4,0,51,33,0,0,0,0,0,0,0,0,0,4,145,144,744,0,,1,F,ab41d3d7de6bc4c5f2ee4e9bffcb3ea9eb4cc8280e4d1d24860f0441f19ebd02,07/06/2021 07:46:00,07/06/2021 07:54:15,,CATD,ESCANER,ACTA PREP
040406B0100,040406B010005,04,CAMPECHE,018,018. HOPELCHEN,0406,01,B,00,2,5,297,325,0,0,3,88,4,3,2,149,65,0,1,3,0,0,0,0,0,0,3,324,321,602,0,,1,F,568acbd0d4f963e77a400a19ff578b3302a8122d0f2e68e4bc1c9a23837dc772,07/06/2021 08:14:00,07/06/2021 08:19:57,07/06/2021 08:40:05,CATD,ESCANER,ACTA PREP
040407B0100,040407B010005,04,CAMPECHE,018,018. HOPELCHEN,0407,01,B,00,2,5,79,352,1,0,17,84,0,2,0,110,127,3,5,0,0,0,0,0,0,0,5,353,353,412,1,,1,F,b12404f95b6ae7cbbd7352ecebb740a8fc3d0ee5c799925e1d6e9e83228765ca,07/06/2021 03:41:00,07/06/2021 03:46:33,07/06/2021 04:00:06,CATD,ESCANER,ACTA PREP
040407C0100,040407C010005,04,CAMPECHE,018,018. HOPELCHEN,0407,01,C,00,2,5,89,343,0,343,8,106,1,2,1,102,116,1,2,1,0,0,0,0,0,0,3,343,343,412,0,,1,F,04ee911cc6337c23a28acd924edae5ec36fdc52bff49b6c4a5278718a0d2dcf9,07/06/2021 03:49:00,07/06/2021 03:52:28,07/06/2021 04:00:07,CATD,ESCANER,ACTA PREP
040408B0100,040408B010005,04,CAMPECHE,018,018. HOPELCHEN,0408,01,B,00,2,5,85,445,0,445,0,211,0,4,0,71,152,1,2,2,1,1,0,0,0,0,0,445,445,510,0,,1,F,5036d7b4a443187276943435901144dee19a44a8d53a78f727f49a945ab9dfdf,07/06/2021 04:04:00,07/06/2021 04:08:05,07/06/2021 04:20:05,CATD,ESCANER,ACTA PREP
040409B0100,040409B010005,04,CAMPECHE,018,018. HOPELCHEN,0409,01,B,00,2,5,79,388,6,388,27,117,9,1,3,143,87,3,0,0,0,0,0,0,0,0,2,388,392,447,6,,1,F,8ca9eb42a575510fe64e930aae98b61a3fa3212c3ded8ea5816f5442fa6eebf0,07/06/2021 09:15:00,07/06/2021 09:20:48,07/06/2021 09:40:04,CATD,ESCANER,ACTA PREP
040409C0100,040409C010005,04,CAMPECHE,018,018. HOPELCHEN,0409,01,C,00,2,5,91,375,0,375,3,103,7,0,1,186,65,1,3,0,0,1,0,0,0,0,5,375,375,446,0,,1,F,8a3df3fc8980020bffafbbb769d53e469d4075cb727c92e4015ed0116a0da06d,07/06/2021 09:45:00,07/06/2021 09:48:24,07/06/2021 10:00:06,CATD,ESCANER,ACTA PREP
040410B0100,040410B010005,04,CAMPECHE,018,018. HOPELCHEN,0410,01,B,00,2,5,98,444,1,445,25,155,5,6,2,161,84,1,1,0,0,0,0,0,0,0,0,445,440,523,1,,1,F,4c36a5a0a0f2075a2ec9e1188f3d3dea40a2d3ce69642f1f0fe60b7215942b1d,07/06/2021 09:34:00,07/06/2021 09:37:12,07/06/2021 09:40:04,CATD,ESCANER,ACTA PREP
040410C0100,040410C010005,04,CAMPECHE,018,018. HOPELCHEN,0410,01,C,00,2,5,132,412,412,411,45,119,9,2,1,138,90,0,2,0,0,0,0,0,0,0,5,406,411,523,412,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,b1d6f7fc5ea637a3fe6559989a67a138d143e2a27a0b10a42c55e0b64bb1f3e3,07/06/2021 05:03:00,07/06/2021 05:08:22,07/06/2021 05:20:05,CATD,ESCANER,ACTA PREP
040410C0200,040410C020005,04,CAMPECHE,018,018. HOPELCHEN,0410,02,C,00,2,5,97,435,6,435,12,119,7,9,1,167,114,0,5,0,0,0,0,0,0,0,0,0,434,522,6,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,fe103490190beac870d85cc29c6f21511035ae6486aaabff50788c85a0cc046f,07/06/2021 04:51:00,07/06/2021 05:42:57,,CATD,ESCANER,ACTA PREP
040411B0100,040411B010005,04,CAMPECHE,018,018. HOPELCHEN,0411,01,B,00,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,EXCEDE LISTA NOMINAL,0,F,e185f2a99a786792f0d97cf6cb27c566a42c5e716af48608ed29a21032d0f297,07/06/2021 10:11:00,07/06/2021 10:19:12,07/06/2021 10:40:04,CATD,ESCANER,ACTA PREP
040411E0100,040411E010005,04,CAMPECHE,018,018. HOPELCHEN,0411,01,E,00,2,5,61,289,0,289,2,107,0,0,3,122,71,1,2,0,0,1,0,0,0,0,4,0,313,537,0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,3aaf3c4f32a60784133c49d23c24290d4278258011f0bdc2af7340fc8e6c9410,07/06/2021 09:56:00,07/06/2021 10:00:10,07/06/2021 10:20:05,CATD,ESCANER,ACTA PREP
040412B0100,040412B010005,04,CAMPECHE,018,018. HOPELCHEN,0412,01,B,00,2,5,40,337,0,337,3,102,0,0,0,133,89,0,2,0,0,0,0,0,0,0,47,376,376,356,0,,1,F,f465cd1de57d46ac314a9122cd0a0754b93e50235ea01cd3eb858530d8f494e7,07/06/2021 09:27:00,07/06/2021 09:31:36,07/06/2021 09:40:04,CATD,ESCANER,ACTA PREP
040413B0100,040413B010005,04,CAMPECHE,021,021. XPUJIL,0413,01,B,00,2,5,40,120,6,126,1,49,0,1,0,34,38,0,1,1,0,0,0,0,0,0,1,126,126,146,6,,1,F,6e8acb9a0a274e23d1d7e41574616570391d3a7a0e64e1e4e6559791a10309d7,06/06/2021 21:30:00,06/06/2021 21:40:08,06/06/2021 22:00:06,CATD,ESCANER,ACTA PREP
040414B0100,040414B010005,04,CAMPECHE,021,021. XPUJIL,0414,01,B,00,2,5,97,201,0,201,2,48,1,5,0,35,101,4,3,0,0,0,0,0,0,0,2,2,201,279,0,,1,F,bc84925d2320bed007369c4ae1287e31bafed3613a75ac79748bacffb7b47f10,07/06/2021 02:24:00,07/06/2021 02:31:19,07/06/2021 02:40:07,CATD,ESCANER,ACTA PREP
040415B0100,040415B010005,04,CAMPECHE,021,021. XPUJIL,0415,01,B,00,2,5,113,321,2,323,2,130,5,2,0,32,140,2,4,1,1,0,0,0,0,0,4,323,323,416,2,,1,F,7adac4806c4af289686364cf7007e92bdd541b09169de1483056765fb64baacf,07/06/2021 02:28:00,07/06/2021 02:44:01,07/06/2021 03:00:08,CATD,ESCANER,ACTA PREP
040415C0100,040415C010005,04,CAMPECHE,021,021. XPUJIL,0415,01,C,00,2,5,107,328,0,328,0,119,4,1,0,37,154,2,3,2,1,1,0,0,0,0,4,328,328,415,0,,1,F,6797bfa699b83894bb0c9ec98e7da5eb57d7c254117c52b7f38faae630f502e5,07/06/2021 02:16:00,07/06/2021 02:20:37,07/06/2021 02:40:06,CATD,ESCANER,ACTA PREP
040415E0100,040415E010005,04,CAMPECHE,021,021. XPUJIL,0415,01,E,00,2,5,137,378,0,4,3,71,1,8,1,136,125,4,7,1,5,0,0,0,0,0,16,378,378,495,0,,1,F,567de14f8d0d67227b5651433ab37ff24d28739a325aef858db90548c1a6caad,07/06/2021 05:36:00,07/06/2021 05:46:07,,CATD,ESCANER,ACTA PREP
040415E0101,040415E010105,04,CAMPECHE,021,021. XPUJIL,0415,01,E,01,2,5,148,366,1,367,4,103,2,12,0,92,125,4,9,2,2,0,0,0,2,0,10,367,367,495,1,,1,F,84254bdcf7f18e6a9b9cef0f0fca7b945e90e75b0369f0ac41f6d222aecf4314,07/06/2021 06:36:00,07/06/2021 06:40:26,07/06/2021 07:00:07,CATD,ESCANER,ACTA PREP
040416B0100,040416B010005,04,CAMPECHE,021,021. XPUJIL,0416,01,B,00,2,5,63,170,2,172,2,42,0,7,0,40,69,1,4,1,0,0,0,0,2,0,4,172,172,215,2,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,638adb1cdfee4823bd66c36173d74de2035a3541b8fb38e0ecf81d21b4d76960,06/06/2021 22:56:00,06/06/2021 23:05:14,06/06/2021 23:20:05,CATD,ESCANER,ACTA PREP
040417B0100,040417B010005,04,CAMPECHE,021,021. XPUJIL,0417,01,B,00,2,5,282,423,5,426,3,136,2,3,0,64,193,4,2,1,6,0,0,0,3,0,9,426,426,686,5,,1,F,eda132a371a6ba41a92fd029b281e7ccfea84b7b57e29842aaab0fdf4c0311ed,07/06/2021 05:39:00,07/06/2021 05:44:18,07/06/2021 06:00:06,CATD,ESCANER,ACTA PREP
040417C0100,040417C010005,04,CAMPECHE,021,021. XPUJIL,0417,01,C,00,2,5,295,410,1,411,6,106,0,5,1,77,195,2,3,0,2,3,0,2,0,0,9,411,411,686,1,,1,F,735fc9a5b7e0e05a2a5e84f593967acdff18b29131b3159f27bd432294860a54,07/06/2021 00:49:00,07/06/2021 01:07:01,07/06/2021 01:20:06,CATD,ESCANER,ACTA PREP
040417C0200,040417C020005,04,CAMPECHE,021,021. XPUJIL,0417,02,C,00,2,5,250,444,12,449,6,109,2,6,3,98,190,8,8,0,3,3,0,0,3,0,10,449,449,686,12,,1,F,dacda245e8669205be5cb7b74f7f1aad8b7a7aac39364643442ae04e26bdef2a,07/06/2021 00:58:00,07/06/2021 01:06:29,07/06/2021 01:20:06,CATD,ESCANER,ACTA PREP
040417C0300,040417C030005,04,CAMPECHE,021,021. XPUJIL,0417,03,C,00,2,5,272,427,7,434,2,120,2,4,1,84,195,7,5,0,2,1,0,0,0,0,11,434,434,686,7,,1,F,a316c677cf648638c4811133e517265f95d82d6de3aee8890a96d65b54f0a296,07/06/2021 04:43:00,07/06/2021 04:47:57,07/06/2021 05:00:06,CATD,ESCANER,ACTA PREP
040417C0400,040417C040005,04,CAMPECHE,021,021. XPUJIL,0417,04,C,00,2,5,273,424,9,0,6,122,2,3,2,89,189,2,3,2,5,2,0,0,0,0,6,433,433,686,9,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,102622162b16cc8a626456dcaf064c00bb77feb233ad1317ae6dc511db9fe4df,07/06/2021 03:36:00,07/06/2021 03:55:07,,CATD,ESCANER,ACTA PREP
040417C0500,040417C050005,04,CAMPECHE,021,021. XPUJIL,0417,05,C,00,2,5,274,425,7,432,5,129,1,1,4,92,184,3,3,0,4,0,0,0,0,0,6,432,432,686,7,,1,F,6c9f13837ff2a01dc2ddfe847f6d35c33ef9ab9a56d39cd645f48388af660347,07/06/2021 04:52:00,07/06/2021 06:30:03,07/06/2021 06:40:05,CATD,ESCANER,ACTA PREP
040417E0100,040417E010005,04,CAMPECHE,021,021. XPUJIL,0417,01,E,00,2,5,96,306,2,0,1,81,2,7,1,72,135,1,3,2,0,0,0,0,0,0,3,308,308,384,2,,1,F,736ef57630d1b7d83eb30bd49c5eceee3d52197116374bdac83b871cfe9a228e,06/06/2021 23:53:00,06/06/2021 23:59:32,07/06/2021 00:20:06,CATD,ESCANER,ACTA PREP
040418B0100,040418B010005,04,CAMPECHE,021,021. XPUJIL,0418,01,B,00,2,5,71,98,3,98,2,12,0,4,0,24,50,0,4,1,0,0,0,0,0,0,1,98,98,149,3,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,11e5d13f32725ce47d3cfdbaea31e8f77f7ce6a7ce278c1d576b2d772e8ba0cd,06/06/2021 22:33:00,06/06/2021 22:39:59,06/06/2021 23:00:05,CATD,ESCANER,ACTA PREP
040419B0100,040419B010005,04,CAMPECHE,021,021. XPUJIL,0419,01,B,00,2,5,148,248,10,258,2,70,1,12,0,47,99,5,5,1,4,0,0,0,1,0,11,258,258,385,10,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,bc0d68f664a72390a1cf5fa9d9a4f9cdbba53455a0188bbdac9c006539640b67,07/06/2021 01:36:00,07/06/2021 01:40:50,07/06/2021 02:00:07,CATD,ESCANER,ACTA PREP
040420B0100,040420B010005,04,CAMPECHE,021,021. XPUJIL,0420,01,B,00,2,5,81,211,0,211,1,57,7,5,0,28,95,6,3,0,0,0,0,0,1,0,8,211,211,272,0,,1,F,e2ef7806b10bc6106b55835f1ca91c9d6562acde39d785fbaf8a16dc8cf67c9a,07/06/2021 08:34:00,07/06/2021 08:37:40,07/06/2021 09:20:05,CATD,ESCANER,ACTA PREP
040421B0100,040421B010005,04,CAMPECHE,021,021. XPUJIL,0421,01,B,00,2,5,189,436,6,442,2,98,2,11,1,63,241,5,2,0,2,1,0,0,1,0,13,442,442,611,6,,1,F,e680f215eae5cd5e589ff1571a7b44e1ef42a4feb97c35d2bf0fadb002af2bc7,07/06/2021 07:54:00,07/06/2021 08:00:17,07/06/2021 08:20:05,CATD,ESCANER,ACTA PREP
040421C0100,040421C010005,04,CAMPECHE,021,021. XPUJIL,0421,01,C,00,2,5,192,435,4,439,3,117,0,3,0,70,221,5,7,1,1,1,0,1,0,0,9,439,439,611,4,,1,F,63a08bbb3c1b9141c13ef739322e39b55f732294375b635af40d3c360839fc1d,07/06/2021 08:16:00,07/06/2021 08:29:55,07/06/2021 08:40:05,CATD,ESCANER,ACTA PREP
040421C0200,040421C020005,04,CAMPECHE,021,021. XPUJIL,0421,02,C,00,2,5,176,452,2,456,3,98,6,3,1,60,233,16,6,3,6,0,0,0,1,0,20,456,456,611,2,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,62ff9d781badd17ff0ed9c9e397451bfef400ef7401796065b30927d340889ca,07/06/2021 08:23:00,07/06/2021 08:31:00,07/06/2021 08:40:05,CATD,ESCANER,ACTA PREP
040422B0100,040422B010005,04,CAMPECHE,021,021. XPUJIL,0422,01,B,00,2,5,174,309,5,314,0,69,6,10,4,46,152,2,4,2,5,0,0,0,2,0,11,314,313,468,5,,1,F,5f34eed43d0fc44eda561db325e9a8e2ef862b37cd1b4e9727f5bf8113cffcc4,07/06/2021 00:29:00,07/06/2021 00:37:31,07/06/2021 00:40:06,CATD,ESCANER,ACTA PREP
040422C0100,040422C010005,04,CAMPECHE,021,021. XPUJIL,0422,01,C,00,2,5,202,282,3,285,2,69,8,7,1,27,149,4,5,2,0,0,0,0,1,0,10,285,285,467,3,,1,F,01ca2f5aff6b8cadcedcc0112bfe2bace4ac897cd7e46ab783603124b8bb6284,07/06/2021 00:21:00,07/06/2021 00:26:13,07/06/2021 00:40:06,CATD,ESCANER,ACTA PREP
040423B0100,040423B010005,04,CAMPECHE,021,021. XPUJIL,0423,01,B,00,2,5,44,224,1,226,2,74,2,4,1,15,108,5,2,2,2,1,0,0,1,0,5,0,224,250,1,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,77b48736950fac98a1a0da1257d934cfa6436930fde6750ea65765fbaf362afc,06/06/2021 21:51:00,06/06/2021 22:10:19,06/06/2021 22:20:05,CATD,ESCANER,ACTA PREP
040424B0100,040424B010005,04,CAMPECHE,021,021. XPUJIL,0424,01,B,00,2,5,141,290,4,293,4,113,0,7,0,24,128,2,7,0,0,0,0,0,1,0,7,293,293,415,4,,1,F,6f6286dad476418fa926395cd3b4f3293ed20a2820a130f464db7029a6028ae0,07/06/2021 05:22:00,07/06/2021 05:28:30,07/06/2021 05:40:05,CATD,ESCANER,ACTA PREP
040425B0100,040425B010005,04,CAMPECHE,021,021. XPUJIL,0425,01,B,00,2,5,209,405,4,410,3,102,1,11,1,64,193,7,4,2,8,1,0,1,0,0,9,410,407,602,4,,1,F,843e8e780eee3b08b972e1d0616ca6171adf94f5a0f37c3ac1b3834cc6a75644,07/06/2021 06:55:00,07/06/2021 07:05:40,07/06/2021 07:20:05,CATD,ESCANER,ACTA PREP
040425C0100,040425C010005,04,CAMPECHE,021,021. XPUJIL,0425,01,C,00,2,5,185,430,5,436,0,125,0,12,1,53,227,4,12,2,0,0,0,0,0,0,13,436,449,602,5,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,0e5afccc5c3aed1e89b6d4cc5a133ceb439daa083fbd8d480f3df23df8831055,07/06/2021 07:01:00,07/06/2021 07:06:01,07/06/2021 07:20:05,CATD,ESCANER,ACTA PREP
040426B0100,040426B010005,04,CAMPECHE,021,021. XPUJIL,0426,01,B,00,2,5,157,440,1,441,0,58,2,10,4,115,208,8,12,4,4,1,0,0,0,0,15,441,441,578,1,,1,F,97e156ef48f05715dce8bf604e6629901087f1b9ec5a73359f51f827a51b326f,07/06/2021 08:43:00,07/06/2021 08:48:01,07/06/2021 09:00:05,CATD,ESCANER,ACTA PREP
040426E0100,040426E010005,04,CAMPECHE,021,021. XPUJIL,0426,01,E,00,2,5,178,418,0,0,5,118,1,30,1,68,169,5,3,0,7,1,0,0,0,0,10,418,418,576,0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,f92b827cfd917feedc2062fed1a06312649748a852cc83055395a4e0fe309cc1,07/06/2021 07:44:00,07/06/2021 07:47:51,07/06/2021 08:00:07,CATD,ESCANER,ACTA PREP
040426E0101,040426E010105,04,CAMPECHE,021,021. XPUJIL,0426,01,E,01,2,5,173,419,2,419,0,103,2,28,1,76,174,6,1,1,4,1,0,0,1,0,20,419,418,576,2,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,345a5cb795e73d45514bff5c02bd60211995a85648d0c8fc699d2258be90e094,07/06/2021 08:26:00,07/06/2021 08:35:48,07/06/2021 08:40:05,CATD,ESCANER,ACTA PREP
040426E0102,040426E010205,04,CAMPECHE,021,021. XPUJIL,0426,01,E,02,2,5,187,408,1,409,1,108,0,44,0,42,186,8,7,3,0,1,0,0,1,0,8,409,409,576,1,,1,F,7351ecae6afa4040e3ae245ded3214f7074419bb750ba82d52bf5da5514b481e,07/06/2021 08:40:00,07/06/2021 08:44:32,07/06/2021 09:00:05,CATD,ESCANER,ACTA PREP
