GUBERNATURA
07/06/2021 13:20 (UTC-5)
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
1190,969,3,966,81.1764,928,77.9831,2.1008,38,524789,328842,327026,62.3157

CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_DISTRITO_LOCAL,DISTRITO_LOCAL,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PVEM,MC,MOR,PES,RSP,FM,C_PAN_PRI_PRD,C_PAN_PRI,C_PAN_PRD,C_PRI_PRD,C_PT_MOR,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,SHA,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
040090C0100,040090C010005,04,CAMPECHE,005,005. SAN FRANCISCO DE CAMPECHE,0090,01,C,00,1,5,246,377,6,382,11,98,1,3,4,137,98,4,3,1,11,0,0,0,3,0,8,382,382,605,6,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,7eba46f7710cf4c6cca9737ee22ef16a67833aea38e90f14254faf25f7a52d36,07/06/2021 00:21:00,07/06/2021 00:26:13,07/06/2021 00:40:06,CATD,ESCANER,ACTA PREP
040090C0200,040090C020005,04,CAMPECHE,005,005. SAN FRANCISCO DE CAMPECHE,0090,02,C,00,1,5,199,413,11,415,9,123,2,1,4,150,127,1,0,0,1,1,0,0,1,0,203,622,623,604,11,,1,F,2afddfb05200f8a9921308f06cf2f275b81ecdf61e9b82b8447686f520fd99c2,07/06/2021 01:11:00,07/06/2021 01:14:43,07/06/2021 01:40:06,CATD,ESCANER,ACTA PREP
040091B0100,040091B010005,04,CAMPECHE,005,005. SAN FRANCISCO DE CAMPECHE,0091,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,597,,,,,,,,,,,
040091C0100,040091C010005,04,CAMPECHE,005,005. SAN FRANCISCO DE CAMPECHE,0091,01,C,00,1,5,262,340,7,347,9,90,1,1,1,147,85,4,2,1,2,0,0,0,2,0,7,352,352,596,7,,1,F,273e46be73387be5b72dcd454980ae83d340d3e644b34c2344abcd0996a4b862,07/06/2021 02:40:00,07/06/2021 02:43:25,07/06/2021 03:00:08,CATD,ESCANER,ACTA PREP
040091C0200,040091C020005,04,CAMPECHE,005,005. SAN FRANCISCO DE CAMPECHE,0091,02,C,00,1,5,243,364,9,1,7,100,2,8,1,135,103,1,3,1,3,0,0,0,3,0,4,371,371,596,9,,1,F,4b97daa31cc66a47038c5e481bc9602b1af5d6deb48d641d0b33855895b6b440,07/06/2021 03:49:00,07/06/2021 03:51:47,07/06/2021 04:00:07,CATD,ESCANER,ACTA PREP
040092B0100,040092B010005,04,CAMPECHE,004,004. SAN FRANCISCO DE CAMPECHE,0092,01,B,00,1,5,184,440,8,448,8,190,1,5,1,120,105,2,1,0,7,1,0,0,1,0,6,448,448,612,8,,1,F,22529b1ed524c240c2b444bc05c0973d21569a6a651e138be653ccc0ac6fede1,07/06/2021 06:38:00,07/06/2021 06:53:19,,CATD,ESCANER,ACTA PREP
040092C0100,040092C010005,04,CAMPECHE,004,004. SAN FRANCISCO DE CAMPECHE,0092,01,C,00,1,5,175,450,6,456,12,187,4,5,4,127,105,1,0,0,4,1,0,0,2,0,4,456,456,611,6,,1,F,b512d9cbcce95b9fa2cbc2c6a7c51e420f239580ddc8dd83e9aa2b3c0c379461,07/06/2021 04:16:00,07/06/2021 04:20:42,07/06/2021 04:40:05,CATD,ESCANER,ACTA PREP
040092S0100,040092S010005,04,CAMPECHE,004,004. SAN FRANCISCO DE CAMPECHE,0092,01,S,00,1,5,546,469,0,473,6,99,3,4,6,166,162,3,2,1,7,1,0,1,5,0,7,473,473,0,0,,1,F,4928a3c919021ed45fd70c50476ade80af464f8c65b81d51c71b18c6da911883,07/06/2021 05:13:00,07/06/2021 05:23:34,,CATD,ESCANER,ACTA PREP
040093B0100,040093B010005,04,CAMPECHE,004,004. SAN FRANCISCO DE CAMPECHE,0093,01,B,00,1,5,147,435,6,441,10,180,1,3,2,97,131,2,2,1,8,0,0,0,3,0,2,441,442,569,6,,1,F,dcbe9254c03b5121fd3368ad02277dfbe8ad73200f2a70a21aa37c683c3a2fe4,07/06/2021 02:43:00,07/06/2021 02:50:06,07/06/2021 03:00:08,CATD,ESCANER,ACTA PREP
040093C0100,040093C010005,04,CAMPECHE,004,004. SAN FRANCISCO DE CAMPECHE,0093,01,C,00,1,5,142,436,10,447,11,170,1,5,0,134,116,1,1,0,2,1,0,0,1,0,4,447,447,568,10,,1,F,4b8e9c240d724c875cb34a3aa8fac36a4a689116e9b9a0d5dda6e056f6c7005d,06/06/2021 23:18:00,06/06/2021 23:34:55,06/06/2021 23:40:05,CATD,ESCANER,ACTA PREP
040094B0100,040094B010005,04,CAMPECHE,004,004. SAN FRANCISCO DE CAMPECHE,0094,01,B,00,1,5,227,457,6,463,10,134,1,3,2,154,137,5,1,1,3,1,0,0,2,0,9,463,463,670,6,,1,F,bf35bfa975420d0abf91ecb677d94801ce75afcc891edee55b49f92f7df376a5,07/06/2021 06:35:00,07/06/2021 06:40:09,07/06/2021 07:00:07,CATD,ESCANER,ACTA PREP
040094C0100,040094C010005,04,CAMPECHE,004,004. SAN FRANCISCO DE CAMPECHE,0094,01,C,00,1,5,252,429,9,438,9,114,2,5,3,158,132,1,1,0,3,1,0,0,1,0,8,438,438,670,9,,1,F,93cc3240c092aa5875a820988a7e6f75fc887d2626bbb2f6fd45b0a7ee90ca30,07/06/2021 05:59:00,07/06/2021 06:08:12,07/06/2021 06:20:04,CATD,ESCANER,ACTA PREP
040095B0100,040095B010005,04,CAMPECHE,004,004. SAN FRANCISCO DE CAMPECHE,0095,01,B,00,1,5,238,301,9,310,3,78,2,4,4,130,75,4,1,0,1,2,0,0,0,1,5,310,310,528,9,,1,F,280bf6fc46cb4ec42f4d42df1194893795b99900e81dd9167539ae5089d0fe42,07/06/2021 02:02:00,07/06/2021 02:13:05,07/06/2021 02:20:05,CATD,ESCANER,ACTA PREP
040095C0100,040095C010005,04,CAMPECHE,004,004. SAN FRANCISCO DE CAMPECHE,0095,01,C,00,1,5,270,291,4,292,2,66,2,3,2,115,87,1,2,0,0,0,0,0,4,0,7,292,291,527,4,,1,F,81376f01a0d596c1ec3821b639fc471fd5762a17a183cdb242c432a2f2667f46,07/06/2021 03:02:00,07/06/2021 03:08:47,07/06/2021 03:20:05,CATD,ESCANER,ACTA PREP
040095C0200,040095C020005,04,CAMPECHE,004,004. SAN FRANCISCO DE CAMPECHE,0095,02,C,00,1,5,253,292,0,295,7,70,3,5,3,124,75,2,0,0,0,0,0,0,3,0,3,295,295,527,0,,1,F,c8b8b44b8f459b34c340937287919d23a9f31d57eb3b8b28518bf86da975ea5e,07/06/2021 05:50:00,07/06/2021 05:57:36,07/06/2021 06:20:04,CATD,ESCANER,ACTA PREP
040096B0100,040096B010005,04,CAMPECHE,004,004. SAN FRANCISCO DE CAMPECHE,0096,01,B,00,1,5,220,376,3,380,4,98,4,2,3,156,86,3,1,1,5,5,0,1,1,0,10,380,380,580,3,,1,F,66c33b1faabc95d6ec41c05c91144ac704806fa1a4661c0b305aecae9c9d4ee0,07/06/2021 04:08:00,07/06/2021 04:14:45,07/06/2021 04:20:05,CATD,ESCANER,ACTA PREP
040096C0100,040096C010005,04,CAMPECHE,004,004. SAN FRANCISCO DE CAMPECHE,0096,01,C,00,1,5,227,367,6,373,3,103,5,9,2,139,91,2,0,1,4,4,0,0,2,0,9,373,374,580,6,,1,F,d6f7eee4b73cc04139f33f82e89656f3a980af4beff6d260d87de2f7617f8cd6,07/06/2021 04:40:00,07/06/2021 04:44:26,07/06/2021 05:00:06,CATD,ESCANER,ACTA PREP
040097B0100,040097B010005,04,CAMPECHE,004,004. SAN FRANCISCO DE CAMPECHE,0097,01,B,00,1,5,268,327,7,334,4,73,0,5,1,159,69,1,1,0,6,1,0,0,0,0,13,334,333,582,7,,1,F,151a0f00c8d5fc1cd9f293dfb6e2ae2f37d24e1bf5deefdb15c7735873512461,07/06/2021 04:51:00,07/06/2021 04:55:11,07/06/2021 05:00:06,CATD,ESCANER,ACTA PREP
040097C0100,040097C010005,04,CAMPECHE,004,004. SAN FRANCISCO DE CAMPECHE,0097,01,C,00,1,5,272,310,11,329,6,80,4,4,2,151,67,2,3,2,0,0,0,0,0,0,8,329,329,582,11,,1,F,dcf04d430a417f781d2de27db3d87781ceae366ef750cd5a4176e2ca06d71510,07/06/2021 06:53:00,07/06/2021 06:58:45,07/06/2021 07:20:05,CATD,ESCANER,ACTA PREP
040098B0100,040098B010005,04,CAMPECHE,004,004. SAN FRANCISCO DE CAMPECHE,0098,01,B,00,1,5,121,300,5,323,5,116,0,1,0,103,77,2,3,2,9,0,0,0,2,0,3,323,323,426,5,,1,F,cbf9375793175363a27947354d7b3f62559e06c5bff76055ccebf7310e3da376,07/06/2021 02:33:00,07/06/2021 02:45:46,,CATD,ESCANER,ACTA PREP
040098C0100,040098C010005,04,CAMPECHE,004,004. SAN FRANCISCO DE CAMPECHE,0098,01,C,00,1,5,125,311,11,324,1,108,0,6,4,108,76,5,2,1,3,1,0,2,3,0,4,324,324,426,11,,1,F,659dead17d508f018e032e5bfe647b19c65f33cc3c9034eaac4aed89b853f755,07/06/2021 00:02:00,07/06/2021 00:09:00,07/06/2021 00:20:06,CATD,ESCANER,ACTA PREP
040099B0100,040099B010005,04,CAMPECHE,005,005. SAN FRANCISCO DE CAMPECHE,0099,01,B,00,1,5,269,381,5,389,5,97,5,6,7,169,86,2,1,0,5,1,0,0,0,0,5,389,389,635,5,,1,F,96d43d3920189dffe9e5282ce4aabf7295abf2fa477d6e2146cc8ddfc7a8530b,07/06/2021 00:43:00,07/06/2021 00:47:59,07/06/2021 01:00:06,CATD,ESCANER,ACTA PREP
040099C0100,040099C010005,04,CAMPECHE,005,005. SAN FRANCISCO DE CAMPECHE,0099,01,C,00,1,5,263,262,6,389,7,100,4,6,3,152,112,2,0,0,6,0,0,0,0,0,2,394,394,634,6,,1,F,9e107a0102a9d883704a7236ffcfafb5e73ba245051c5ad216998f5a4d240b55,07/06/2021 00:40:00,07/06/2021 00:51:53,07/06/2021 01:00:06,CATD,ESCANER,ACTA PREP
040100B0100,040100B010005,04,CAMPECHE,005,005. SAN FRANCISCO DE CAMPECHE,0100,01,B,00,1,5,240,360,5,366,10,75,3,7,2,128,111,3,1,1,9,1,0,0,3,0,12,366,366,587,5,,1,F,4eb923360245c7d8c9e0afbaced1bfb093db0b6ce4264d0df00bce2fd4d3750d,07/06/2021 01:46:00,07/06/2021 01:49:45,07/06/2021 02:00:07,CATD,ESCANER,ACTA PREP
040100C0100,040100C010005,04,CAMPECHE,005,005. SAN FRANCISCO DE CAMPECHE,0100,01,C,00,1,5,241,357,9,368,9,96,1,10,4,127,101,3,0,2,9,0,0,0,2,0,4,368,368,587,9,,1,F,246602a0ff4e27c0d17ce51293c05325e169988a7244ef9b37cac9e0aec664ad,07/06/2021 01:43:00,07/06/2021 01:46:42,07/06/2021 02:00:07,CATD,ESCANER,ACTA PREP
040100C0200,040100C020005,04,CAMPECHE,005,005. SAN FRANCISCO DE CAMPECHE,0100,02,C,00,1,5,260,333,10,348,8,108,1,1,5,117,94,1,0,0,4,1,0,0,2,0,6,348,348,586,10,,1,F,d77fe1214c6d6fe3ca9d7d91a561ef73be670b8638f66f4669cb33b5e5b13765,07/06/2021 05:47:00,07/06/2021 05:50:09,07/06/2021 06:00:06,CATD,ESCANER,ACTA PREP
040100C0300,040100C030005,04,CAMPECHE,005,005. SAN FRANCISCO DE CAMPECHE,0100,03,C,00,1,5,212,381,10,392,8,119,2,6,4,138,92,1,1,0,10,1,0,0,0,0,10,392,392,586,10,,1,F,afbb2d92300fec62fec4527292bc017883ec8faed3e534429c8e4907a8498e00,07/06/2021 02:37:00,07/06/2021 02:39:47,07/06/2021 03:00:08,CATD,ESCANER,ACTA PREP
040101B0100,040101B010005,04,CAMPECHE,005,005. SAN FRANCISCO DE CAMPECHE,0101,01,B,00,1,5,271,377,4,381,5,113,3,3,2,134,110,2,2,1,1,0,0,0,1,0,4,381,381,628,4,,1,F,3ee7566c9c69e4643b7e098176d21e4e931f48819bee55a3b5ae32cbb24ba809,07/06/2021 02:16:00,07/06/2021 02:27:36,,CATD,ESCANER,ACTA PREP
040101C0100,040101C010005,04,CAMPECHE,005,005. SAN FRANCISCO DE CAMPECHE,0101,01,C,00,1,5,281,361,5,366,1,91,1,3,2,129,116,3,1,0,8,1,0,0,2,0,8,366,366,627,5,,1,F,e978d32eab0ac7cd9d2d6be423bf7b4711ab65a628870aba58a605055436e91b,07/06/2021 03:51:00,07/06/2021 03:54:59,07/06/2021 04:00:07,CATD,ESCANER,ACTA PREP
040101C0200,040101C020005,04,CAMPECHE,005,005. SAN FRANCISCO DE CAMPECHE,0101,02,C,00,1,5,275,367,5,372,3,109,1,5,3,123,118,2,0,1,2,0,0,0,0,0,5,372,372,627,5,,1,F,7fe04af21caa5dfee0463ee87f586f888ad641f02866020e5f38af13685297e2,07/06/2021 06:34:00,07/06/2021 06:38:23,07/06/2021 07:00:07,CATD,ESCANER,ACTA PREP
040101C0300,040101C030005,04,CAMPECHE,005,005. SAN FRANCISCO DE CAMPECHE,0101,03,C,00,1,5,265,377,5,382,7,107,2,9,2,131,111,2,1,1,3,1,0,0,2,1,2,382,382,627,5,,1,F,50180a7323ee67b150693c340c3e426e2916089208b815469d38f05c2b7e380a,07/06/2021 02:10:00,07/06/2021 02:15:35,07/06/2021 02:20:05,CATD,ESCANER,ACTA PREP
040102B0100,040102B010005,04,CAMPECHE,005,005. SAN FRANCISCO DE CAMPECHE,0102,01,B,00,1,5,209,384,7,394,2,115,0,3,2,145,103,2,2,1,6,2,0,0,5,0,6,394,394,581,7,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,154d02063dfff4163eec41d40996edfcd7d1c80d47553f504d2db06bea4e549a,07/06/2021 01:22:00,07/06/2021 01:26:19,07/06/2021 01:40:05,CATD,ESCANER,ACTA PREP
040102C0100,040102C010005,04,CAMPECHE,005,005. SAN FRANCISCO DE CAMPECHE,0102,01,C,00,1,5,213,386,0,0,4,117,2,6,1,138,93,3,2,1,7,0,0,0,3,0,5,382,382,580,0,,1,F,38e1d6b7a03540d1ad443a4f75e4721f681385f60bf464417c135152743d1809,06/06/2021 23:32:00,06/06/2021 23:36:34,06/06/2021 23:40:05,CATD,ESCANER,ACTA PREP
040102C0200,040102C020005,04,CAMPECHE,005,005. SAN FRANCISCO DE CAMPECHE,0102,02,C,00,1,5,170,430,9,0,8,143,6,7,1,141,103,3,0,1,0,0,0,0,0,0,9,430,422,580,9,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,4ec7d490d9b9c9607921c6913799fc97427ce8aebd503fe2ccc8e9f4464f16b7,06/06/2021 23:38:00,06/06/2021 23:51:52,,CATD,ESCANER,ACTA PREP
040103B0100,040103B010005,04,CAMPECHE,005,005. SAN FRANCISCO DE CAMPECHE,0103,01,B,00,1,5,244,361,7,370,3,112,0,2,2,116,115,2,1,1,3,0,0,0,0,0,13,370,370,603,7,,1,F,03e3bda8261bebce98e63cbee9c4445b41898f071f0827f66eb4fa4e359c5b11,06/06/2021 23:21:00,06/06/2021 23:25:42,06/06/2021 23:40:04,CATD,ESCANER,ACTA PREP
040103C0100,040103C010005,04,CAMPECHE,005,005. SAN FRANCISCO DE CAMPECHE,0103,01,C,00,1,5,238,379,6,379,4,110,7,5,2,130,106,3,3,1,2,0,0,0,2,0,4,379,379,603,6,,1,F,df305921f311a59c9d3f673c4fd5c0de360457980d3462e6dad9127d752c411a,07/06/2021 01:18:00,07/06/2021 01:22:51,07/06/2021 01:40:06,CATD,ESCANER,ACTA PREP
040104B0100,040104B010005,04,CAMPECHE,004,004. SAN FRANCISCO DE CAMPECHE,0104,01,B,00,1,5,120,295,4,297,2,75,0,2,1,113,90,1,0,1,8,0,0,0,1,0,3,297,297,399,4,,1,F,db04943259fc8d02ea7787216dd6eea576867f21acaf2a639b032b13eff21e22,07/06/2021 04:26:00,07/06/2021 04:30:54,07/06/2021 04:40:06,CATD,ESCANER,ACTA PREP
040104C0100,040104C010005,04,CAMPECHE,004,004. SAN FRANCISCO DE CAMPECHE,0104,01,C,00,1,5,115,299,4,305,3,92,0,3,2,113,83,1,0,0,2,0,0,0,0,0,6,305,305,398,4,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,09836a9da2c9d6c4d60808426bcda7a000678298b50bbb69d5d078c501e9a66c,07/06/2021 04:33:00,07/06/2021 04:36:25,07/06/2021 04:40:06,CATD,ESCANER,ACTA PREP
040105B0100,040105B010005,04,CAMPECHE,004,004. SAN FRANCISCO DE CAMPECHE,0105,01,B,00,1,5,411,320,3,323,11,92,1,3,5,113,82,4,0,1,4,1,0,0,1,0,5,323,323,714,3,,1,F,da4569bd3e8d444588d749758272d9a07094e46bd3ab69cc767d9cdc3c019ac3,07/06/2021 03:38:00,07/06/2021 03:42:33,07/06/2021 04:00:06,CATD,ESCANER,ACTA PREP
040105C0100,040105C010005,04,CAMPECHE,004,004. SAN FRANCISCO DE CAMPECHE,0105,01,C,00,1,5,415,312,7,316,2,83,1,7,1,130,79,3,0,2,1,2,0,0,2,0,3,316,316,714,7,,1,F,3d2419dc29afe81bfe4929ee66766eefa781194151bfbd4083c0623ba4daf5ae,07/06/2021 06:11:00,07/06/2021 06:13:46,07/06/2021 06:20:04,CATD,ESCANER,ACTA PREP
040105C0200,040105C020005,04,CAMPECHE,004,004. SAN FRANCISCO DE CAMPECHE,0105,02,C,00,1,5,441,313,4,316,1,73,3,3,3,139,72,5,0,2,1,4,1,1,2,0,6,316,316,714,4,,1,F,a73995bfbc770c9ca6ab068e24e301ee47fc3eb39610bc1d9c1d4ab819eecb5b,07/06/2021 07:08:00,07/06/2021 07:14:08,07/06/2021 07:20:05,CATD,ESCANER,ACTA PREP
040105C0300,040105C030005,04,CAMPECHE,004,004. SAN FRANCISCO DE CAMPECHE,0105,03,C,00,1,5,403,301,7,310,17,67,1,5,4,125,68,3,2,1,5,0,0,0,4,0,8,310,310,714,7,,1,F,60a21f59a70742ef0857119e14d5966816edc9ba207661172121a19a6526870e,07/06/2021 05:32:00,07/06/2021 05:37:02,07/06/2021 05:40:05,CATD,ESCANER,ACTA PREP
040105C0400,040105C040005,04,CAMPECHE,004,004. SAN FRANCISCO DE CAMPECHE,0105,04,C,00,1,5,447,280,7,287,6,72,1,2,4,106,73,3,1,2,3,2,0,0,2,0,9,287,286,714,7,,1,F,56a14c0c28de500bfb08898d07a315e9f60c3def489d95038333a4f997be8847,07/06/2021 06:25:00,07/06/2021 06:29:27,07/06/2021 06:40:05,CATD,ESCANER,ACTA PREP
040105C0500,040105C050005,04,CAMPECHE,004,004. SAN FRANCISCO DE CAMPECHE,0105,05,C,00,1,5,409,318,5,0,2,90,0,5,3,129,87,2,0,0,5,0,0,0,0,0,3,326,326,714,5,,1,F,fdfca6f6b9752497bd0606c90b315ec05920f2cdb92c23fc78e0000ee990eb70,07/06/2021 02:50:00,07/06/2021 02:55:10,07/06/2021 03:00:08,CATD,ESCANER,ACTA PREP
040105C0600,040105C060005,04,CAMPECHE,004,004. SAN FRANCISCO DE CAMPECHE,0105,06,C,00,1,5,427,303,3,307,4,67,2,3,1,139,80,2,1,1,1,1,1,0,2,0,2,307,307,714,3,,1,F,caa80527f54dbb9b61ab0853a8404bb6ec9fa2463456f980ea6b4f8bcca67d44,07/06/2021 05:38:00,07/06/2021 05:42:29,07/06/2021 06:00:06,CATD,ESCANER,ACTA PREP
040105C0700,040105C070005,04,CAMPECHE,004,004. SAN FRANCISCO DE CAMPECHE,0105,07,C,00,1,5,343,343,5,0,8,85,2,5,3,134,90,1,0,1,4,0,1,0,1,0,5,340,340,714,5,,1,F,888a9c68a4c603a439018299be120dab97b296f7fc2f665da6cf1c02b57f6548,07/06/2021 06:31:00,07/06/2021 06:38:58,07/06/2021 07:00:07,CATD,ESCANER,CC
040105C0800,040105C080005,04,CAMPECHE,004,004. SAN FRANCISCO DE CAMPECHE,0105,08,C,00,1,5,417,315,8,315,8,80,1,4,4,122,81,2,1,1,1,0,0,1,1,0,5,315,312,714,8,,1,F,a123fbdcddc0357fd42e68c0f71b91022eb751bc167e68acc1cb1260f0c5edd6,07/06/2021 03:45:00,07/06/2021 03:48:35,07/06/2021 04:00:07,CATD,ESCANER,ACTA PREP
040105C0900,040105C090005,04,CAMPECHE,004,004. SAN FRANCISCO DE CAMPECHE,0105,09,C,00,1,5,43,298,5,301,2,77,2,2,4,112,94,1,0,0,1,0,0,0,1,0,4,301,300,713,5,,1,F,0557211bf4e38fe54bf3e968712b836ac74d14aca427343cae954ae16ecc00d8,07/06/2021 01:49:00,07/06/2021 02:01:27,,CATD,ESCANER,ACTA PREP
040106B0100,040106B010005,04,CAMPECHE,004,004. SAN FRANCISCO DE CAMPECHE,0106,01,B,00,1,5,193,487,7,487,6,156,6,2,4,161,127,3,1,3,4,2,0,0,0,1,5,481,481,660,7,,1,F,71158971faf95bbdd12208faec58447f859f15b7574725b2af350fb97fa1975f,07/06/2021 05:08:00,07/06/2021 05:09:44,07/06/2021 05:20:05,CATD,ESCANER,ACTA PREP
040106C0100,040106C010005,04,CAMPECHE,004,004. SAN FRANCISCO DE CAMPECHE,0106,01,C,00,1,5,186,489,5,494,6,145,2,12,7,175,132,2,0,0,5,2,0,0,2,0,3,494,493,660,5,,1,F,61b19fbacedd9cc155abc5c6c8489ec1e99e82d851a9664c4e0bc390f983529d,07/06/2021 07:05:00,07/06/2021 07:07:07,07/06/2021 07:20:05,CATD,ESCANER,ACTA PREP
040107B0100,040107B010005,04,CAMPECHE,006,006. SAN FRANCISCO DE CAMPECHE,0107,01,B,00,1,5,236,391,6,0,9,69,1,4,5,172,121,5,0,0,5,1,0,0,0,0,2,394,394,666,6,,1,F,6b1d3ecb960dd3c0ffb63aa05f4fb8f5c57e4588fa2f8d72a8487f2c45017ceb,07/06/2021 01:31:00,07/06/2021 01:42:46,,CATD,ESCANER,ACTA PREP
040107C0100,040107C010005,04,CAMPECHE,006,006. SAN FRANCISCO DE CAMPECHE,0107,01,C,00,1,5,282,392,8,392,11,89,4,8,4,142,126,2,2,0,3,1,0,0,3,0,14,392,409,666,8,,1,F,76e09f23da3418770d05f7648a63c9c77d879ee0dd58849ac7887d7d41a089bc,07/06/2021 01:41:00,07/06/2021 01:45:47,07/06/2021 02:00:07,CATD,ESCANER,ACTA PREP
040108B0100,040108B010005,04,CAMPECHE,005,005. SAN FRANCISCO DE CAMPECHE,0108,01,B,00,1,5,338,322,8,330,4,97,1,2,4,106,103,3,1,0,3,1,0,1,1,0,5,330,332,650,8,,1,F,bc76064079dabd09ce04bc280700eadfeae7eea2d11e27b355dd6cc50a99172d,07/06/2021 03:57:00,07/06/2021 04:00:46,07/06/2021 04:20:04,CATD,ESCANER,ACTA PREP
040108C0100,040108C010005,04,CAMPECHE,005,005. SAN FRANCISCO DE CAMPECHE,0108,01,C,00,1,5,311,359,8,357,7,97,0,5,2,134,95,3,2,0,5,0,0,0,2,0,5,357,357,650,8,,1,F,165c18f59db1c426dc4c736809b55188a8d31d99674df904222122693359c54e,07/06/2021 00:58:00,07/06/2021 01:03:57,07/06/2021 01:20:06,CATD,ESCANER,ACTA PREP
040108C0200,040108C020005,04,CAMPECHE,005,005. SAN FRANCISCO DE CAMPECHE,0108,02,C,00,1,5,316,347,7,356,0,96,1,3,1,131,107,3,1,0,2,1,0,0,3,0,7,356,356,650,7,,1,F,7bde281d212eaa9a1b863e9145c0081a0b40babff202d0bb95144899e700141e,07/06/2021 05:32:00,07/06/2021 05:36:00,07/06/2021 05:40:05,CATD,ESCANER,ACTA PREP
040108C0300,040108C030005,04,CAMPECHE,005,005. SAN FRANCISCO DE CAMPECHE,0108,03,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,649,,,,,,,,,,,
040108C0400,040108C040005,04,CAMPECHE,005,005. SAN FRANCISCO DE CAMPECHE,0108,04,C,00,1,5,314,352,7,362,6,99,0,8,1,129,102,0,1,0,8,0,0,0,0,0,8,362,362,649,7,,1,F,46df478601f1eb58dae3dccdecc850557978b2244356d3f85aeb29b1a503c2f4,07/06/2021 01:00:00,07/06/2021 01:03:49,07/06/2021 01:20:06,CATD,ESCANER,ACTA PREP
040109B0100,040109B010005,04,CAMPECHE,005,005. SAN FRANCISCO DE CAMPECHE,0109,01,B,00,1,5,290,368,7,375,5,88,2,4,3,142,110,3,1,1,4,1,0,0,0,0,10,374,374,629,7,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,f5bb1d980a9f3859e74f99e59576385ecfa0382533fecc9f9f37dc8fb2c7104f,07/06/2021 02:22:00,07/06/2021 02:25:29,07/06/2021 02:40:07,CATD,ESCANER,ACTA PREP
040109C0100,040109C010005,04,CAMPECHE,005,005. SAN FRANCISCO DE CAMPECHE,0109,01,C,00,1,5,317,332,3,332,4,95,1,2,0,124,89,1,0,0,5,0,0,0,3,0,8,332,332,629,3,,1,F,38e6785a9ced3575ca75aa2e31edcd6a465abc11a62507d7a269630a68734e67,07/06/2021 02:30:00,07/06/2021 02:33:14,07/06/2021 02:40:07,CATD,ESCANER,ACTA PREP
040109C0200,040109C020005,04,CAMPECHE,005,005. SAN FRANCISCO DE CAMPECHE,0109,02,C,00,1,5,309,334,4,338,6,110,1,2,2,129,67,8,0,0,3,2,0,0,3,0,5,338,338,629,4,,1,F,ffc783a30a666d58c98cfc9e5018b1adc2b04bbf65043f342efdea321e97ebe5,07/06/2021 02:20:00,07/06/2021 02:23:14,07/06/2021 02:40:06,CATD,ESCANER,ACTA PREP
040109C0300,040109C030005,04,CAMPECHE,005,005. SAN FRANCISCO DE CAMPECHE,0109,03,C,00,1,5,298,341,10,351,7,102,2,4,3,128,86,4,0,0,6,1,0,0,1,0,6,351,350,629,10,,1,F,e171c4bd06d164170d2c803e6ec30ebf4497e81b2183bf02f28c6523529c2399,07/06/2021 02:33:00,07/06/2021 02:36:12,07/06/2021 02:40:07,CATD,ESCANER,ACTA PREP
040110B0100,040110B010005,04,CAMPECHE,006,006. SAN FRANCISCO DE CAMPECHE,0110,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,684,,,,,,,,,,,
040110C0100,040110C010005,04,CAMPECHE,006,006. SAN FRANCISCO DE CAMPECHE,0110,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,683,,,,,,,,,,,
