GUBERNATURA
01/06/2021 18:52 (UTC-5)
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
1190,0,0,0,0,0,0,0,0,0,,0,

CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_DISTRITO_LOCAL,DISTRITO_LOCAL,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PVEM,MC,MOR,PES,RSP,FM,C_PAN_PRI_PRD,C_PAN_PRI,C_PAN_PRD,C_PRI_PRD,C_PT_MOR,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,SHA,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
'040043B0100,'040043B010005,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0043,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,491,,,,,,,,,,,
'040043C0100,'040043C010005,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0043,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,491,,,,,,,,,,,
'040044B0100,'040044B010005,'04,CAMPECHE,'007,007. TENABO,'0044,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,410,,,,,,,,,,,
'040044C0100,'040044C010005,'04,CAMPECHE,'007,007. TENABO,'0044,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,409,,,,,,,,,,,
'040045B0100,'040045B010005,'04,CAMPECHE,'007,007. TENABO,'0045,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,385,,,,,,,,,,,
'040045C0100,'040045C010005,'04,CAMPECHE,'007,007. TENABO,'0045,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,384,,,,,,,,,,,
'040046B0100,'040046B010005,'04,CAMPECHE,'007,007. TENABO,'0046,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,504,,,,,,,,,,,
'040046C0100,'040046C010005,'04,CAMPECHE,'007,007. TENABO,'0046,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,504,,,,,,,,,,,
'040047B0100,'040047B010005,'04,CAMPECHE,'007,007. TENABO,'0047,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,456,,,,,,,,,,,
'040047C0100,'040047C010005,'04,CAMPECHE,'007,007. TENABO,'0047,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,456,,,,,,,,,,,
'040048B0100,'040048B010005,'04,CAMPECHE,'007,007. TENABO,'0048,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,487,,,,,,,,,,,
'040048C0100,'040048C010005,'04,CAMPECHE,'007,007. TENABO,'0048,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,487,,,,,,,,,,,
'040049B0100,'040049B010005,'04,CAMPECHE,'004,004. SAN FRANCISCO DE CAMPECHE,'0049,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,573,,,,,,,,,,,
'040049C0100,'040049C010005,'04,CAMPECHE,'004,004. SAN FRANCISCO DE CAMPECHE,'0049,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,572,,,,,,,,,,,
'040050B0100,'040050B010005,'04,CAMPECHE,'005,005. SAN FRANCISCO DE CAMPECHE,'0050,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,643,,,,,,,,,,,
'040051B0100,'040051B010005,'04,CAMPECHE,'005,005. SAN FRANCISCO DE CAMPECHE,'0051,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,
'040051C0100,'040051C010005,'04,CAMPECHE,'005,005. SAN FRANCISCO DE CAMPECHE,'0051,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,499,,,,,,,,,,,
'040051S0100,'040051S010005,'04,CAMPECHE,'005,005. SAN FRANCISCO DE CAMPECHE,'0051,01,S,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
'040052B0100,'040052B010005,'04,CAMPECHE,'005,005. SAN FRANCISCO DE CAMPECHE,'0052,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,675,,,,,,,,,,,
'040053B0100,'040053B010005,'04,CAMPECHE,'005,005. SAN FRANCISCO DE CAMPECHE,'0053,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,518,,,,,,,,,,,
'040053C0100,'040053C010005,'04,CAMPECHE,'005,005. SAN FRANCISCO DE CAMPECHE,'0053,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,517,,,,,,,,,,,
'040054B0100,'040054B010005,'04,CAMPECHE,'006,006. SAN FRANCISCO DE CAMPECHE,'0054,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,410,,,,,,,,,,,
'040054C0100,'040054C010005,'04,CAMPECHE,'006,006. SAN FRANCISCO DE CAMPECHE,'0054,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,410,,,,,,,,,,,
'040055B0100,'040055B010005,'04,CAMPECHE,'005,005. SAN FRANCISCO DE CAMPECHE,'0055,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,666,,,,,,,,,,,
'040055C0100,'040055C010005,'04,CAMPECHE,'005,005. SAN FRANCISCO DE CAMPECHE,'0055,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,666,,,,,,,,,,,
'040056B0100,'040056B010005,'04,CAMPECHE,'004,004. SAN FRANCISCO DE CAMPECHE,'0056,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,464,,,,,,,,,,,
'040056C0100,'040056C010005,'04,CAMPECHE,'004,004. SAN FRANCISCO DE CAMPECHE,'0056,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,463,,,,,,,,,,,
'040057B0100,'040057B010005,'04,CAMPECHE,'004,004. SAN FRANCISCO DE CAMPECHE,'0057,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,552,,,,,,,,,,,
'040057C0100,'040057C010005,'04,CAMPECHE,'004,004. SAN FRANCISCO DE CAMPECHE,'0057,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,551,,,,,,,,,,,
'040058B0100,'040058B010005,'04,CAMPECHE,'004,004. SAN FRANCISCO DE CAMPECHE,'0058,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,563,,,,,,,,,,,
'040058C0100,'040058C010005,'04,CAMPECHE,'004,004. SAN FRANCISCO DE CAMPECHE,'0058,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,563,,,,,,,,,,,
'040059B0100,'040059B010005,'04,CAMPECHE,'004,004. SAN FRANCISCO DE CAMPECHE,'0059,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,553,,,,,,,,,,,
'040059C0100,'040059C010005,'04,CAMPECHE,'004,004. SAN FRANCISCO DE CAMPECHE,'0059,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,553,,,,,,,,,,,
'040060B0100,'040060B010005,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0060,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,485,,,,,,,,,,,
'040060C0100,'040060C010005,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0060,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,484,,,,,,,,,,,
'040061B0100,'040061B010005,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0061,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,442,,,,,,,,,,,
'040061C0100,'040061C010005,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0061,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,441,,,,,,,,,,,
'040062B0100,'040062B010005,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0062,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,519,,,,,,,,,,,
'040062C0100,'040062C010005,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0062,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,518,,,,,,,,,,,
'040063B0100,'040063B010005,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0063,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,671,,,,,,,,,,,
'040063C0100,'040063C010005,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0063,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,671,,,,,,,,,,,
'040064B0100,'040064B010005,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0064,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,593,,,,,,,,,,,
'040064C0100,'040064C010005,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0064,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,593,,,,,,,,,,,
'040065B0100,'040065B010005,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0065,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,590,,,,,,,,,,,
'040065C0100,'040065C010005,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0065,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,590,,,,,,,,,,,
'040065C0200,'040065C020005,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0065,02,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,590,,,,,,,,,,,
'040066B0100,'040066B010005,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0066,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,547,,,,,,,,,,,
'040066C0100,'040066C010005,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0066,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,547,,,,,,,,,,,
'040067B0100,'040067B010005,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0067,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,514,,,,,,,,,,,
'040067C0100,'040067C010005,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0067,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,514,,,,,,,,,,,
'040068B0100,'040068B010005,'04,CAMPECHE,'004,004. SAN FRANCISCO DE CAMPECHE,'0068,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,624,,,,,,,,,,,
'040068C0100,'040068C010005,'04,CAMPECHE,'004,004. SAN FRANCISCO DE CAMPECHE,'0068,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,624,,,,,,,,,,,
'040069B0100,'040069B010005,'04,CAMPECHE,'004,004. SAN FRANCISCO DE CAMPECHE,'0069,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,505,,,,,,,,,,,
'040069C0100,'040069C010005,'04,CAMPECHE,'004,004. SAN FRANCISCO DE CAMPECHE,'0069,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,505,,,,,,,,,,,
'040070B0100,'040070B010005,'04,CAMPECHE,'004,004. SAN FRANCISCO DE CAMPECHE,'0070,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,605,,,,,,,,,,,
'040070C0100,'040070C010005,'04,CAMPECHE,'004,004. SAN FRANCISCO DE CAMPECHE,'0070,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,605,,,,,,,,,,,
'040071B0100,'040071B010005,'04,CAMPECHE,'005,005. SAN FRANCISCO DE CAMPECHE,'0071,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,498,,,,,,,,,,,
'040071C0100,'040071C010005,'04,CAMPECHE,'005,005. SAN FRANCISCO DE CAMPECHE,'0071,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,497,,,,,,,,,,,
'040072B0100,'040072B010005,'04,CAMPECHE,'006,006. SAN FRANCISCO DE CAMPECHE,'0072,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,635,,,,,,,,,,,
'040072C0100,'040072C010005,'04,CAMPECHE,'006,006. SAN FRANCISCO DE CAMPECHE,'0072,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,635,,,,,,,,,,,
'040073B0100,'040073B010005,'04,CAMPECHE,'006,006. SAN FRANCISCO DE CAMPECHE,'0073,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,577,,,,,,,,,,,
'040073C0100,'040073C010005,'04,CAMPECHE,'006,006. SAN FRANCISCO DE CAMPECHE,'0073,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,576,,,,,,,,,,,
'040074B0100,'040074B010005,'04,CAMPECHE,'005,005. SAN FRANCISCO DE CAMPECHE,'0074,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,639,,,,,,,,,,,
'040074C0100,'040074C010005,'04,CAMPECHE,'005,005. SAN FRANCISCO DE CAMPECHE,'0074,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,639,,,,,,,,,,,
'040075B0100,'040075B010005,'04,CAMPECHE,'005,005. SAN FRANCISCO DE CAMPECHE,'0075,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,697,,,,,,,,,,,
'040075C0100,'040075C010005,'04,CAMPECHE,'005,005. SAN FRANCISCO DE CAMPECHE,'0075,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,696,,,,,,,,,,,
'040075C0200,'040075C020005,'04,CAMPECHE,'005,005. SAN FRANCISCO DE CAMPECHE,'0075,02,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,696,,,,,,,,,,,
'040076B0100,'040076B010005,'04,CAMPECHE,'005,005. SAN FRANCISCO DE CAMPECHE,'0076,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,495,,,,,,,,,,,
'040076C0100,'040076C010005,'04,CAMPECHE,'005,005. SAN FRANCISCO DE CAMPECHE,'0076,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,495,,,,,,,,,,,
'040077B0100,'040077B010005,'04,CAMPECHE,'004,004. SAN FRANCISCO DE CAMPECHE,'0077,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,476,,,,,,,,,,,
'040077C0100,'040077C010005,'04,CAMPECHE,'004,004. SAN FRANCISCO DE CAMPECHE,'0077,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,476,,,,,,,,,,,
'040078B0100,'040078B010005,'04,CAMPECHE,'004,004. SAN FRANCISCO DE CAMPECHE,'0078,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,462,,,,,,,,,,,
'040078C0100,'040078C010005,'04,CAMPECHE,'004,004. SAN FRANCISCO DE CAMPECHE,'0078,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,462,,,,,,,,,,,
'040079B0100,'040079B010005,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0079,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,666,,,,,,,,,,,
'040079C0100,'040079C010005,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0079,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,666,,,,,,,,,,,
'040079C0200,'040079C020005,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0079,02,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,665,,,,,,,,,,,
'040079C0300,'040079C030005,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0079,03,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,665,,,,,,,,,,,
'040079C0400,'040079C040005,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0079,04,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,665,,,,,,,,,,,
'040079C0500,'040079C050005,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0079,05,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,665,,,,,,,,,,,
'040079C0600,'040079C060005,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0079,06,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,665,,,,,,,,,,,
'040079C0700,'040079C070005,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0079,07,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,665,,,,,,,,,,,
'040079E0100,'040079E010005,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0079,01,E,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,556,,,,,,,,,,,
'040079E0101,'040079E010105,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0079,01,E,01,1,5,,,,,,,,,,,,,,,,,,,,,,,,556,,,,,,,,,,,
'040079E0102,'040079E010205,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0079,01,E,02,1,5,,,,,,,,,,,,,,,,,,,,,,,,555,,,,,,,,,,,
'040080B0100,'040080B010005,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0080,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,412,,,,,,,,,,,
'040080C0100,'040080C010005,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0080,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,412,,,,,,,,,,,
'040081B0100,'040081B010005,'04,CAMPECHE,'002,002. SAN FRANCISCO DE CAMPECHE,'0081,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,677,,,,,,,,,,,
'040081C0100,'040081C010005,'04,CAMPECHE,'002,002. SAN FRANCISCO DE CAMPECHE,'0081,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,677,,,,,,,,,,,
'040081C0200,'040081C020005,'04,CAMPECHE,'002,002. SAN FRANCISCO DE CAMPECHE,'0081,02,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,677,,,,,,,,,,,
'040081C0300,'040081C030005,'04,CAMPECHE,'002,002. SAN FRANCISCO DE CAMPECHE,'0081,03,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,677,,,,,,,,,,,
'040081C0400,'040081C040005,'04,CAMPECHE,'002,002. SAN FRANCISCO DE CAMPECHE,'0081,04,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,677,,,,,,,,,,,
'040081C0500,'040081C050005,'04,CAMPECHE,'002,002. SAN FRANCISCO DE CAMPECHE,'0081,05,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,677,,,,,,,,,,,
'040081C0600,'040081C060005,'04,CAMPECHE,'002,002. SAN FRANCISCO DE CAMPECHE,'0081,06,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,677,,,,,,,,,,,
'040081C0700,'040081C070005,'04,CAMPECHE,'002,002. SAN FRANCISCO DE CAMPECHE,'0081,07,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,677,,,,,,,,,,,
'040081C0800,'040081C080005,'04,CAMPECHE,'002,002. SAN FRANCISCO DE CAMPECHE,'0081,08,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,676,,,,,,,,,,,
'040081C0900,'040081C090005,'04,CAMPECHE,'002,002. SAN FRANCISCO DE CAMPECHE,'0081,09,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,676,,,,,,,,,,,
'040081E0100,'040081E010005,'04,CAMPECHE,'002,002. SAN FRANCISCO DE CAMPECHE,'0081,01,E,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,675,,,,,,,,,,,
'040081E0101,'040081E010105,'04,CAMPECHE,'002,002. SAN FRANCISCO DE CAMPECHE,'0081,01,E,01,1,5,,,,,,,,,,,,,,,,,,,,,,,,675,,,,,,,,,,,
'040081E0102,'040081E010205,'04,CAMPECHE,'002,002. SAN FRANCISCO DE CAMPECHE,'0081,01,E,02,1,5,,,,,,,,,,,,,,,,,,,,,,,,675,,,,,,,,,,,
'040081E0103,'040081E010305,'04,CAMPECHE,'002,002. SAN FRANCISCO DE CAMPECHE,'0081,01,E,03,1,5,,,,,,,,,,,,,,,,,,,,,,,,675,,,,,,,,,,,
'040081E0104,'040081E010405,'04,CAMPECHE,'002,002. SAN FRANCISCO DE CAMPECHE,'0081,01,E,04,1,5,,,,,,,,,,,,,,,,,,,,,,,,675,,,,,,,,,,,
'040081E0105,'040081E010505,'04,CAMPECHE,'002,002. SAN FRANCISCO DE CAMPECHE,'0081,01,E,05,1,5,,,,,,,,,,,,,,,,,,,,,,,,675,,,,,,,,,,,
'040081E0106,'040081E010605,'04,CAMPECHE,'002,002. SAN FRANCISCO DE CAMPECHE,'0081,01,E,06,1,5,,,,,,,,,,,,,,,,,,,,,,,,675,,,,,,,,,,,
'040081E0107,'040081E010705,'04,CAMPECHE,'002,002. SAN FRANCISCO DE CAMPECHE,'0081,01,E,07,1,5,,,,,,,,,,,,,,,,,,,,,,,,675,,,,,,,,,,,
'040081E0108,'040081E010805,'04,CAMPECHE,'002,002. SAN FRANCISCO DE CAMPECHE,'0081,01,E,08,1,5,,,,,,,,,,,,,,,,,,,,,,,,674,,,,,,,,,,,
'040082B0100,'040082B010005,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0082,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,607,,,,,,,,,,,
'040082C0100,'040082C010005,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0082,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,607,,,,,,,,,,,
'040083B0100,'040083B010005,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0083,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,716,,,,,,,,,,,
'040083C0100,'040083C010005,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0083,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,716,,,,,,,,,,,
'040083C0200,'040083C020005,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0083,02,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,716,,,,,,,,,,,
'040083C0300,'040083C030005,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0083,03,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,716,,,,,,,,,,,
'040083C0400,'040083C040005,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0083,04,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,716,,,,,,,,,,,
'040083C0500,'040083C050005,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0083,05,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,716,,,,,,,,,,,
'040083C0600,'040083C060005,'04,CAMPECHE,'003,003. SAN FRANCISCO DE CAMPECHE,'0083,06,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,715,,,,,,,,,,,
'040084B0100,'040084B010005,'04,CAMPECHE,'004,004. SAN FRANCISCO DE CAMPECHE,'0084,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,463,,,,,,,,,,,
'040084C0100,'040084C010005,'04,CAMPECHE,'004,004. SAN FRANCISCO DE CAMPECHE,'0084,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,463,,,,,,,,,,,
'040085B0100,'040085B010005,'04,CAMPECHE,'004,004. SAN FRANCISCO DE CAMPECHE,'0085,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,562,,,,,,,,,,,
'040085C0100,'040085C010005,'04,CAMPECHE,'004,004. SAN FRANCISCO DE CAMPECHE,'0085,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,562,,,,,,,,,,,
'040086B0100,'040086B010005,'04,CAMPECHE,'004,004. SAN FRANCISCO DE CAMPECHE,'0086,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,536,,,,,,,,,,,
'040086C0100,'040086C010005,'04,CAMPECHE,'004,004. SAN FRANCISCO DE CAMPECHE,'0086,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,536,,,,,,,,,,,
'040087B0100,'040087B010005,'04,CAMPECHE,'005,005. SAN FRANCISCO DE CAMPECHE,'0087,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,466,,,,,,,,,,,
'040087C0100,'040087C010005,'04,CAMPECHE,'005,005. SAN FRANCISCO DE CAMPECHE,'0087,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,465,,,,,,,,,,,
'040088B0100,'040088B010005,'04,CAMPECHE,'006,006. SAN FRANCISCO DE CAMPECHE,'0088,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,630,,,,,,,,,,,
'040089B0100,'040089B010005,'04,CAMPECHE,'006,006. SAN FRANCISCO DE CAMPECHE,'0089,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,496,,,,,,,,,,,
'040089C0100,'040089C010005,'04,CAMPECHE,'006,006. SAN FRANCISCO DE CAMPECHE,'0089,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,496,,,,,,,,,,,
'040090B0100,'040090B010005,'04,CAMPECHE,'005,005. SAN FRANCISCO DE CAMPECHE,'0090,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,605,,,,,,,,,,,
'040090C0100,'040090C010005,'04,CAMPECHE,'005,005. SAN FRANCISCO DE CAMPECHE,'0090,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,605,,,,,,,,,,,
'040090C0200,'040090C020005,'04,CAMPECHE,'005,005. SAN FRANCISCO DE CAMPECHE,'0090,02,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,604,,,,,,,,,,,
'040091B0100,'040091B010005,'04,CAMPECHE,'005,005. SAN FRANCISCO DE CAMPECHE,'0091,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,597,,,,,,,,,,,
'040091C0100,'040091C010005,'04,CAMPECHE,'005,005. SAN FRANCISCO DE CAMPECHE,'0091,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,596,,,,,,,,,,,
'040091C0200,'040091C020005,'04,CAMPECHE,'005,005. SAN FRANCISCO DE CAMPECHE,'0091,02,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,596,,,,,,,,,,,
'040092B0100,'040092B010005,'04,CAMPECHE,'004,004. SAN FRANCISCO DE CAMPECHE,'0092,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,612,,,,,,,,,,,
'040092C0100,'040092C010005,'04,CAMPECHE,'004,004. SAN FRANCISCO DE CAMPECHE,'0092,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,611,,,,,,,,,,,
