AYUNTAMIENTOS
07/06/2021 14:40 (UTC-5)
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
1193,927,3,924,77.4518,905,75.8591,1.5926,19,501897,319528,318877,63.5343

CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PVEM,MC,MOR,PES,RSP,FM,CAND_IND_1,C_PAN_PRI_PRD,C_PAN_PRI,C_PAN_PRD,C_PRI_PRD,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,SHA,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
040126C0200,040126C020002,04,CAMPECHE,001,CAMPECHE,0126,02,C,00,1,2,0,0,0,433,19,92,7,10,19,116,144,5,2,3,,3,3,0,0,0,10,433,433,698,0,,1,F,70d232032e2a7c847dea5f24ec1b232c6a136079c9f2264511830fc06f302a27,07/06/2021 09:08:00,07/06/2021 09:13:09,07/06/2021 09:20:05,CATD,ESCANER,ACTA PREP
040127B0100,040127B010002,04,CAMPECHE,001,CAMPECHE,0127,01,B,00,2,2,259,349,8,349,14,88,3,11,2,96,116,4,1,2,,2,2,0,1,0,7,349,349,589,8,,1,F,aac9c25ee332e7d32f0b4201df9fcb33dad3caa83b9026e0df6b6dc3ea25411d,07/06/2021 03:30:00,07/06/2021 03:35:33,07/06/2021 03:40:06,CATD,ESCANER,ACTA PREP
040127C0100,040127C010002,04,CAMPECHE,001,CAMPECHE,0127,01,C,00,2,2,0,0,0,0,18,73,2,5,7,115,130,7,3,0,,0,2,1,0,0,8,371,371,588,0,,1,F,24368f84e7b507613e09b8ba8c66723fd53139d62f624ce0bea3899052cd31bc,07/06/2021 02:38:00,07/06/2021 02:44:48,07/06/2021 03:00:08,CATD,ESCANER,ACTA PREP
040128B0100,040128B010002,04,CAMPECHE,001,CAMPECHE,0128,01,B,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,233,,,,,,,,,,,
040129B0100,040129B010002,04,CAMPECHE,001,CAMPECHE,0129,01,B,00,2,2,107,438,0,438,12,116,10,7,1,151,122,2,4,2,,3,0,0,0,0,8,438,438,525,0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,7d3d2d7beaa52202ab10b9b7bbc60cfd35d42c4604eda9a3119ba0ad51f50af6,07/06/2021 00:45:00,07/06/2021 00:49:28,07/06/2021 01:00:06,CATD,ESCANER,ACTA PREP
040129C0100,040129C010002,04,CAMPECHE,001,CAMPECHE,0129,01,C,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,524,,,,,,,,,,,
040129C0200,040129C020002,04,CAMPECHE,001,CAMPECHE,0129,02,C,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,524,,,,,,,,,,,
040130B0100,040130B010002,04,CAMPECHE,001,CAMPECHE,0130,01,B,00,2,2,177,335,0,335,43,64,7,3,0,131,66,3,10,1,,2,1,0,0,0,4,335,335,492,0,,1,F,65a4fd71aefa0f516ec66bfd88b61aa6a18a018dc43546ea82e7f1afda8705bd,07/06/2021 09:18:00,07/06/2021 09:23:14,07/06/2021 09:40:04,CATD,ESCANER,ACTA PREP
040131B0100,040131B010002,04,CAMPECHE,001,CAMPECHE,0131,01,B,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,277,,,,,,,,,,,
040132B0100,040132B010002,04,CAMPECHE,001,CAMPECHE,0132,01,B,00,2,2,57,152,16,168,6,34,9,3,0,75,40,0,0,0,,0,0,1,1,0,0,168,169,205,16,,1,F,691421cbc6c251bf337b941bec561437c87b91dbeadbd113094b1fdac93130fd,07/06/2021 10:26:00,07/06/2021 10:32:22,07/06/2021 10:40:05,CATD,ESCANER,ACTA PREP
040133B0100,040133B010002,04,CAMPECHE,001,CAMPECHE,0133,01,B,00,2,2,111,434,13,447,19,119,2,4,4,192,83,4,4,2,,0,0,0,1,0,13,447,447,538,13,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,e33f524d092e66f8137195a83913db05e9dcd6b17a6ec56e0c0fbef48133a2db,07/06/2021 08:31:00,07/06/2021 08:34:41,07/06/2021 08:40:05,CATD,ESCANER,ACTA PREP
040134B0100,040134B010002,04,CAMPECHE,001,CAMPECHE,0134,01,B,00,2,2,91,248,3,251,10,94,1,0,0,103,33,2,1,0,,0,0,0,0,0,7,251,251,324,3,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,e5318e1af5a16bb49c71d87ce04a149c91425781da8dd012412f7ef1d800e665,07/06/2021 03:15:00,07/06/2021 03:19:34,07/06/2021 03:40:05,CATD,ESCANER,ACTA PREP
040134E0100,040134E010002,04,CAMPECHE,001,CAMPECHE,0134,01,E,00,2,2,69,98,4,102,1,41,2,3,1,27,16,1,1,0,,3,1,0,1,0,4,102,102,151,4,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,8f8797313199d1ca537219e7d8e9df44fb2a68a08ff9b09ca2cabc2477e05558,07/06/2021 03:38:00,07/06/2021 03:43:15,07/06/2021 04:00:07,CATD,ESCANER,ACTA PREP
040135B0100,040135B010002,04,CAMPECHE,001,CAMPECHE,0135,01,B,00,2,2,91,376,1,377,13,118,5,8,1,170,57,1,1,0,,0,0,0,0,0,3,377,377,448,1,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,0437e22e022c14ee1be5c51ae0c13ce548e2eeb9648fd44f3438cb67ee81c9aa,07/06/2021 07:24:00,07/06/2021 07:28:08,07/06/2021 07:40:05,CATD,ESCANER,ACTA PREP
040135C0100,040135C010002,04,CAMPECHE,001,CAMPECHE,0135,01,C,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,447,,,,,,,,,,,
040136B0100,040136B010002,04,CAMPECHE,001,CAMPECHE,0136,01,B,00,2,2,55,172,12,172,7,68,1,11,1,38,39,0,4,0,,0,0,0,0,0,3,172,172,207,12,,1,F,a16b5d379ee500246b9e5baeacf194e34cc3ae3526bbdc63b970179d2d6d418e,07/06/2021 09:55:00,07/06/2021 09:59:08,07/06/2021 10:20:05,CATD,ESCANER,ACTA PREP
040137B0100,040137B010002,04,CAMPECHE,001,CAMPECHE,0137,01,B,00,2,2,98,188,2,190,3,68,5,4,2,63,32,2,0,1,,2,1,0,0,0,7,190,190,268,2,,1,F,cbc175179caa5a9b1296067dbbfb6b145d95469d94b8f3655b5ee4ff86643723,07/06/2021 02:28:00,07/06/2021 02:33:14,07/06/2021 02:40:07,CATD,ESCANER,ACTA PREP
040138B0100,040138B010002,04,CAMPECHE,001,CAMPECHE,0138,01,B,00,2,2,126,456,1,457,7,79,1,3,2,89,256,2,1,0,,1,2,0,0,0,14,457,457,563,1,,1,F,0a9dfd04a69779e71b1b899d4f052094ee2df17411e491c9832727d00ba79c26,07/06/2021 07:25:00,07/06/2021 07:30:17,07/06/2021 07:40:05,CATD,ESCANER,ACTA PREP
040139B0100,040139B010002,04,CAMPECHE,001,CAMPECHE,0139,01,B,00,2,2,313,436,2,438,10,114,8,4,3,184,91,4,1,2,,2,5,0,1,0,9,438,438,731,2,,1,F,74c087ff02ee133dd63390d1b3b128d9b5c067b44d64fc7a13233b19b26407b1,07/06/2021 07:15:00,07/06/2021 07:19:13,07/06/2021 07:40:05,CATD,ESCANER,ACTA PREP
040139C0100,040139C010002,04,CAMPECHE,001,CAMPECHE,0139,01,C,00,2,2,374,432,0,432,17,101,1,3,4,188,95,2,0,1,,3,1,0,0,0,16,432,432,731,0,,1,F,e4d5bf884f233cd20856367c97ea022e1f69248a079257906443cd7a2c8d2385,07/06/2021 09:57:00,07/06/2021 10:01:33,07/06/2021 10:20:05,CATD,ESCANER,ACTA PREP
040139C0200,040139C020002,04,CAMPECHE,001,CAMPECHE,0139,02,C,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,731,,,,,,,,,,,
040139C0300,040139C030002,04,CAMPECHE,001,CAMPECHE,0139,03,C,00,2,2,329,421,0,421,11,102,4,5,8,173,87,5,4,0,,0,0,0,0,0,22,421,421,731,0,,1,F,18b3b0075afea253230421a21f08f5cea5ea21314a693f6978057c579f0de6c9,07/06/2021 07:18:00,07/06/2021 07:25:21,07/06/2021 07:40:05,CATD,ESCANER,ACTA PREP
040140B0100,040140B010002,04,CAMPECHE,001,CAMPECHE,0140,01,B,00,2,2,164,313,16,313,9,72,2,5,2,126,80,4,2,2,,2,0,0,0,0,7,313,313,458,16,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,d9e6d7344c6ba1f3f1a51c51ac61b3fa32d685bac3735a8f3aae6c9be031c479,07/06/2021 07:22:00,07/06/2021 07:33:48,,CATD,ESCANER,ACTA PREP
040140C0100,040140C010002,04,CAMPECHE,001,CAMPECHE,0140,01,C,00,2,2,163,315,0,315,5,87,0,5,4,122,82,1,0,1,,0,0,0,0,1,7,0,315,458,0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,07bf5c5449d4b32928651612da551150d713caa6f1bf18e087b73383f2375b9e,07/06/2021 06:39:00,07/06/2021 06:42:09,07/06/2021 07:00:07,CATD,ESCANER,ACTA PREP
040141B0100,040141B010002,04,CAMPECHE,001,CAMPECHE,0141,01,B,00,1,2,133,343,0,0,4,99,2,2,4,121,82,1,3,1,,9,0,0,0,0,15,343,343,456,0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,0dc00ef219d98e20357962ee5a3b815c2a30971e6f5151d940ebb5caf5333aa8,07/06/2021 07:17:00,07/06/2021 07:20:07,07/06/2021 07:40:05,CATD,ESCANER,ACTA PREP
040141C0100,040141C010002,04,CAMPECHE,001,CAMPECHE,0141,01,C,00,1,2,150,325,0,324,4,90,0,3,0,115,99,2,1,1,,1,1,0,0,0,8,324,325,456,0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,ac43334b36e63d7fc1bd41e0618d19c4834140fca0c4d9467c2c5a167ef10b5c,07/06/2021 06:51:00,07/06/2021 06:56:06,07/06/2021 07:00:07,CATD,ESCANER,ACTA PREP
040142B0100,040142B010002,04,CAMPECHE,001,CAMPECHE,0142,01,B,00,2,2,209,498,0,498,20,120,7,9,0,141,166,4,4,1,,5,3,0,0,0,18,498,498,687,0,,1,F,2aff8f17cfed4c1a8d1c49e3d0196c10ae61d4729fb0fa73896aa1ad5edc367f,07/06/2021 07:37:00,07/06/2021 07:43:53,07/06/2021 08:00:07,CATD,ESCANER,ACTA PREP
040142C0100,040142C010002,04,CAMPECHE,001,CAMPECHE,0142,01,C,00,2,2,258,448,0,448,21,148,2,14,3,131,98,2,2,0,,2,4,0,0,0,21,448,448,686,0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,eb252b6d4060b0966170dc0fddd416de25a8c527bc0d870a9c51f94eb8af19d1,07/06/2021 07:17:00,07/06/2021 07:19:32,07/06/2021 07:40:05,CATD,ESCANER,ACTA PREP
040142C0200,040142C020002,04,CAMPECHE,001,CAMPECHE,0142,02,C,00,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,686,0,EXCEDE LISTA NOMINAL,0,F,e337c72fff9aceb236dab7fac80d61959cf6c40f73badc46c782f6599a0fa327,07/06/2021 07:43:00,07/06/2021 07:49:34,07/06/2021 08:00:07,CATD,ESCANER,ACTA PREP
040142C0300,040142C030002,04,CAMPECHE,001,CAMPECHE,0142,03,C,00,2,2,319,430,3,433,13,99,8,10,3,122,152,3,0,0,,5,0,0,0,0,18,433,433,686,3,,1,F,13c247e9bcc7fbec5035cb8922ab899b77728d42044edc840a597715a88887f5,07/06/2021 09:54:00,07/06/2021 10:01:41,07/06/2021 10:20:05,CATD,ESCANER,ACTA PREP
040143B0100,040143B010002,04,CAMPECHE,001,CAMPECHE,0143,01,B,00,2,2,113,289,0,289,13,63,0,8,1,91,103,0,0,1,,3,0,0,0,0,6,289,289,382,0,,1,F,ad1ee009dd81a8e7b74c282cd2c596a75aed8bc95842cc92dbc4036c2257fbee,07/06/2021 07:48:00,07/06/2021 07:50:44,07/06/2021 08:00:07,CATD,ESCANER,ACTA PREP
040144B0100,040144B010002,04,CAMPECHE,001,CAMPECHE,0144,01,B,00,2,2,0,0,0,0,2,67,0,2,0,57,53,2,1,2,,0,0,0,0,0,3,186,189,250,0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,dd4ddd999014ae9e7b98319e9e5004858f2651cb8ed1c00517d94d6dbf08a074,07/06/2021 06:49:00,07/06/2021 06:53:06,07/06/2021 07:00:07,CATD,ESCANER,ACTA PREP
040145B0100,040145B010002,04,CAMPECHE,001,CAMPECHE,0145,01,B,00,2,2,160,280,1,282,11,89,4,2,2,52,95,3,5,0,,2,2,0,0,0,13,280,280,423,1,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,8bc7f21786e2dae5dc370b516294b46395e1c9fcae133dbc95ced666dbf92158,07/06/2021 10:54:00,07/06/2021 10:58:25,07/06/2021 11:00:06,CATD,ESCANER,ACTA PREP
040145C0100,040145C010002,04,CAMPECHE,001,CAMPECHE,0145,01,C,00,2,2,0,0,0,0,7,57,3,5,4,46,107,5,3,1,,0,0,0,0,0,7,245,245,422,0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,c8d48e13d4eea84751c0994f3bf4e6188ccf4da116870ef3b0986b49291c0742,07/06/2021 11:05:00,07/06/2021 11:10:16,07/06/2021 11:20:04,CATD,ESCANER,ACTA PREP
040146B0100,040146B010002,04,CAMPECHE,001,CAMPECHE,0146,01,B,00,2,2,102,411,12,411,34,112,2,5,4,120,115,3,2,2,,1,2,0,0,0,9,411,411,491,12,,1,F,72cb2aec8580d4d76eb5019aefe1091c2a44f08accff3e4ccc450ba66fc4ecd1,07/06/2021 10:02:00,07/06/2021 10:06:06,07/06/2021 10:20:05,CATD,ESCANER,ACTA PREP
040147B0100,040147B010002,04,CAMPECHE,002,CALKINI,0147,01,B,00,2,2,450,450,0,450,6,109,1,3,3,151,105,3,16,35,,1,0,0,1,0,16,450,450,601,0,,1,F,75c55e12bdb6bca58ef1c6e2a8f4155ae7df0b8f3419b39a69cff389d8f77e12,07/06/2021 03:25:00,07/06/2021 03:28:38,07/06/2021 03:40:06,CATD,ESCANER,ACTA PREP
040147C0100,040147C010002,04,CAMPECHE,002,CALKINI,0147,01,C,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,
040147C0200,040147C020002,04,CAMPECHE,002,CALKINI,0147,02,C,00,2,2,195,425,0,425,7,106,1,2,5,138,104,3,11,38,,2,1,0,0,0,7,425,425,600,0,,1,F,0eb96e4e83b066dcdb01f48cd5913a1ee114e5e5949b78e8151f9dd7dbe1cbe0,07/06/2021 02:21:00,07/06/2021 02:24:39,07/06/2021 02:40:06,CATD,ESCANER,ACTA PREP
040148B0100,040148B010002,04,CAMPECHE,002,CALKINI,0148,01,B,00,1,2,178,403,7,406,3,131,5,3,2,130,77,6,1,26,,5,0,0,0,0,14,403,403,565,7,,1,F,87e7974ff94a053f32751cba4261f235526f1853f64320e85fd226ae5af5aa81,07/06/2021 07:12:00,07/06/2021 07:23:55,,CATD,ESCANER,ACTA PREP
040148C0100,040148C010002,04,CAMPECHE,002,CALKINI,0148,01,C,00,1,2,170,411,4,415,6,114,9,7,8,140,90,4,2,27,,3,0,0,0,0,5,415,415,565,4,,1,F,11c1eba6cc803e6cd20b3baa858579210c84e7a92925e264312a633dfcf0361d,07/06/2021 01:09:00,07/06/2021 13:16:05,07/06/2021 13:20:05,CATD,ESCANER,ACTA PREP
040149B0100,040149B010002,04,CAMPECHE,002,CALKINI,0149,01,B,00,1,2,144,450,5,0,10,106,4,5,13,156,111,1,10,35,,3,0,0,0,0,4,458,458,579,5,,1,F,36b082a1f22f93f1eb985667437fb74dc7b2160d9fb11e46dd4d3c8b9613d49e,07/06/2021 01:41:00,07/06/2021 01:44:21,07/06/2021 02:00:07,CATD,ESCANER,ACTA PREP
040149C0100,040149C010002,04,CAMPECHE,002,CALKINI,0149,01,C,00,1,2,179,0,0,0,12,109,6,7,8,126,96,2,6,38,,1,0,0,0,0,6,417,417,578,0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,81b4e68b8cd91f9149270afa8497e7df8fab4309df34984c2f885b6556de7700,07/06/2021 01:28:00,07/06/2021 01:38:37,,CATD,ESCANER,ACTA PREP
040150B0100,040150B010002,04,CAMPECHE,002,CALKINI,0150,01,B,00,1,2,82,328,7,334,2,87,4,5,2,101,87,3,11,22,,4,2,0,0,0,4,334,334,397,7,,1,F,39536a4245a240d2e29a3b1ce0bc7cc0f1a8702cbadb245b3573ae6cd1da5458,07/06/2021 12:12:00,07/06/2021 12:13:50,07/06/2021 12:20:04,CATD,ESCANER,ACTA PREP
040150C0100,040150C010002,04,CAMPECHE,002,CALKINI,0150,01,C,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,397,,,,,,,,,,,
040151B0100,040151B010002,04,CAMPECHE,002,CALKINI,0151,01,B,00,1,2,103,321,4,0,7,110,1,1,7,90,78,0,9,21,,1,0,0,0,0,7,332,332,416,4,,1,F,ff20bcb0ede867c8314ec37087eb93a6a78c0fc8d6af9460cdedc7bf0ba8f458,07/06/2021 09:04:00,07/06/2021 09:06:44,07/06/2021 09:20:05,CATD,ESCANER,ACTA PREP
040151C0100,040151C010002,04,CAMPECHE,002,CALKINI,0151,01,C,00,1,2,92,343,6,343,11,133,3,0,3,94,62,4,4,16,,6,0,0,0,0,7,343,343,415,6,,1,F,d39eb1d09f7c31f5a5b1a3e9c3536b0d70cdeafd4b3e5d393a7d1c3e57033c7b,07/06/2021 08:34:00,07/06/2021 08:36:55,07/06/2021 08:40:05,CATD,ESCANER,ACTA PREP
040152B0100,040152B010002,04,CAMPECHE,002,CALKINI,0152,01,B,00,2,2,133,414,5,419,13,127,7,2,13,97,107,4,11,29,,4,0,1,0,0,4,419,419,533,5,,1,F,8009c301d9299b423df62343894d71fe76a78328a6797d21d7664adcf3353c44,07/06/2021 08:47:00,07/06/2021 08:49:59,07/06/2021 09:00:05,CATD,ESCANER,ACTA PREP
040152C0100,040152C010002,04,CAMPECHE,002,CALKINI,0152,01,C,00,2,2,147,402,4,406,5,117,5,1,8,92,109,2,22,28,,3,0,0,1,0,13,406,406,533,4,,1,F,4fcc3e878031389a69ebc0d562698039911952e0a51690dbb94a56514eda9340,07/06/2021 12:08:00,07/06/2021 12:11:45,07/06/2021 12:20:04,CATD,ESCANER,ACTA PREP
040153B0100,040153B010002,04,CAMPECHE,002,CALKINI,0153,01,B,00,2,2,164,382,5,388,12,78,8,6,3,122,103,0,4,44,,4,0,0,1,0,8,388,393,531,5,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,50f2201bfe3933c310d5820d1c9ede3738cb3ddc4ac453c691110c94c1459533,07/06/2021 08:18:00,07/06/2021 08:21:01,07/06/2021 08:40:05,CATD,ESCANER,ACTA PREP
040153C0100,040153C010002,04,CAMPECHE,002,CALKINI,0153,01,C,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,530,,,,,,,,,,,
040154B0100,040154B010002,04,CAMPECHE,002,CALKINI,0154,01,B,00,1,2,188,454,1,454,0,144,1,1,14,94,114,4,6,63,,3,0,0,0,1,9,454,454,622,1,,1,F,755c0912cb886756035d8ceb09a05f99cecbe7d0a33d5a7533b208111336f413,07/06/2021 06:47:00,07/06/2021 06:51:48,07/06/2021 07:00:07,CATD,ESCANER,ACTA PREP
040154C0100,040154C010002,04,CAMPECHE,002,CALKINI,0154,01,C,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,622,,,,,,,,,,,
040154C0200,040154C020002,04,CAMPECHE,002,CALKINI,0154,02,C,00,1,2,177,454,11,465,2,114,5,6,19,137,97,0,3,64,,6,0,0,1,0,11,465,465,622,11,,1,F,2981d290c44b64457301c7f0fb89f02066ddbf022031da5f70ee298850e51bb3,07/06/2021 02:16:00,07/06/2021 02:20:23,07/06/2021 02:40:06,CATD,ESCANER,ACTA PREP
040155B0100,040155B010002,04,CAMPECHE,002,CALKINI,0155,01,B,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,714,,,,,,,,,,,
040155C0100,040155C010002,04,CAMPECHE,002,CALKINI,0155,01,C,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,714,,,,,,,,,,,
040156B0100,040156B010002,04,CAMPECHE,002,CALKINI,0156,01,B,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,477,,,,,,,,,,,
040156C0100,040156C010002,04,CAMPECHE,002,CALKINI,0156,01,C,00,1,2,142,347,7,354,3,66,0,5,4,100,117,5,13,34,,1,0,0,0,0,6,354,354,476,7,,1,F,b43da0808b68d61544311b415bb555167bba49d4357267fd8f8a2f4eaff434ef,07/06/2021 01:23:00,07/06/2021 01:41:18,07/06/2021 02:00:06,CATD,ESCANER,ACTA PREP
040157B0100,040157B010002,04,CAMPECHE,002,CALKINI,0157,01,B,00,2,2,75,324,1,325,7,148,0,1,3,121,22,0,7,2,,6,1,0,0,0,0,325,318,380,1,,1,F,72c69a90a62d87abdb7b23b67d0155629e5bb26d3604af4fecb58745930e8ae8,07/06/2021 01:29:00,07/06/2021 13:22:48,07/06/2021 13:40:05,CATD,ESCANER,ACTA PREP
040157C0100,040157C010002,04,CAMPECHE,002,CALKINI,0157,01,C,00,2,2,83,315,2,317,10,140,2,4,9,110,17,0,2,6,,9,2,0,0,0,6,317,317,380,2,,1,F,62749f3a41c78d19f857378a10d5f8f39d6527312e22510c48a7a80042765d4a,07/06/2021 13:16:00,07/06/2021 13:19:55,07/06/2021 13:40:05,CATD,ESCANER,ACTA PREP
040158B0100,040158B010002,04,CAMPECHE,002,CALKINI,0158,01,B,00,2,2,53,408,0,408,1,142,18,3,3,104,83,4,3,41,,0,0,0,0,0,6,408,408,441,0,,1,F,4e827eef502ff6cfbdbfc9d46b7035f1401063581731294bbe934feac06954ae,07/06/2021 12:15:00,07/06/2021 12:22:08,07/06/2021 12:40:05,CATD,ESCANER,ACTA PREP
040158C0100,040158C010002,04,CAMPECHE,002,CALKINI,0158,01,C,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,441,,,,,,,,,,,
040159B0100,040159B010002,04,CAMPECHE,002,CALKINI,0159,01,B,00,1,2,142,288,2,142,16,78,6,2,2,64,101,3,2,6,,4,0,1,1,0,4,290,290,412,2,,1,F,080e5a1238f0ecab67cd9a128b192499b5a453813cccd870d8d5e2a6850f5864,07/06/2021 12:30:00,07/06/2021 12:34:38,07/06/2021 12:40:05,CATD,ESCANER,ACTA PREP
040159C0100,040159C010002,04,CAMPECHE,002,CALKINI,0159,01,C,00,1,2,138,279,10,293,12,89,6,1,1,77,82,3,2,9,,3,1,0,0,0,7,293,293,411,10,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,2fc6b14799c5029a4513e8c194d28b1994a5fd715df4fb32c75614c34f2f1e34,07/06/2021 06:12:00,07/06/2021 06:16:14,07/06/2021 06:20:04,CATD,ESCANER,ACTA PREP
040160B0100,040160B010002,04,CAMPECHE,002,CALKINI,0160,01,B,00,2,2,124,310,3,313,24,60,4,1,5,91,106,2,3,7,,2,0,0,0,0,8,313,313,417,3,,1,F,bfbc08eba667a446977e357ba6ede4773a32f87b6c796f7d043b4e98c8ad1628,07/06/2021 04:54:00,07/06/2021 04:57:23,07/06/2021 05:00:06,CATD,ESCANER,ACTA PREP
040160C0100,040160C010002,04,CAMPECHE,002,CALKINI,0160,01,C,00,2,2,137,314,6,320,26,89,2,1,3,71,109,1,2,5,,1,2,0,0,0,8,320,320,417,6,,1,F,0c3b19f78274175df4acbb43cdbacc0bd16d2f6665b8f90d0cc99d602a42a07a,07/06/2021 07:00:00,07/06/2021 07:03:32,07/06/2021 07:20:05,CATD,ESCANER,ACTA PREP
040161B0100,040161B010002,04,CAMPECHE,002,CALKINI,0161,01,B,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,407,,,,,,,,,,,
040161C0100,040161C010002,04,CAMPECHE,002,CALKINI,0161,01,C,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,406,,,,,,,,,,,
040162B0100,040162B010002,04,CAMPECHE,002,CALKINI,0162,01,B,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,521,,,,,,,,,,,
040162C0100,040162C010002,04,CAMPECHE,002,CALKINI,0162,01,C,00,1,2,135,403,3,407,44,86,3,1,11,123,117,5,9,4,,1,0,0,1,0,2,407,407,521,3,,1,F,000f2c891fa7594a60a9e34e74309c8c4102b534d16692e2981ff7a4ba9be734,07/06/2021 08:46:00,07/06/2021 08:48:00,07/06/2021 09:00:05,CATD,ESCANER,ACTA PREP
040163B0100,040163B010002,04,CAMPECHE,002,CALKINI,0163,01,B,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,415,,,,,,,,,,,
040163C0100,040163C010002,04,CAMPECHE,002,CALKINI,0163,01,C,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,414,,,,,,,,,,,
040164B0100,040164B010002,04,CAMPECHE,002,CALKINI,0164,01,B,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,447,,,,,,,,,,,
040164C0100,040164C010002,04,CAMPECHE,002,CALKINI,0164,01,C,00,1,2,140,315,12,327,13,79,3,1,0,98,104,3,3,7,,3,2,0,3,0,8,327,327,447,12,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,4b8e5b5dc3ba1c5fbd00f36f2ad80136c13bf5fed18f3bc2dd014b03ba592154,07/06/2021 12:28:00,07/06/2021 12:31:06,07/06/2021 12:40:05,CATD,ESCANER,ACTA PREP
040165B0100,040165B010002,04,CAMPECHE,002,CALKINI,0165,01,B,00,2,2,27,276,2,278,48,111,17,0,1,68,27,0,0,0,,0,0,0,0,0,6,278,278,285,2,,1,F,d0d8228966efbbd0f6097979a09f9e9463d3fc6ad0063a913227ec0d6e80df8f,06/06/2021 23:33:00,06/06/2021 23:37:10,06/06/2021 23:40:05,CATD,ESCANER,ACTA PREP
040166B0100,040166B010002,04,CAMPECHE,002,CALKINI,0166,01,B,00,1,2,161,569,9,578,5,181,1,3,10,232,112,4,5,13,,4,3,0,0,0,5,578,578,719,9,,1,F,f28db993c2dba3ddf917628a875b80599a62bf4578282ab68213737eda36fa07,07/06/2021 12:19:00,07/06/2021 12:32:20,,CATD,ESCANER,ACTA PREP
040166C0100,040166C010002,04,CAMPECHE,002,CALKINI,0166,01,C,00,1,2,145,585,9,594,6,200,1,9,7,238,102,2,3,8,,8,0,0,0,0,9,594,593,719,9,,1,F,04e4bea47bbc1b57b44e7d2bfd56b5419464689f6f00852b6917fdace3356a8a,07/06/2021 13:12:00,07/06/2021 13:17:14,07/06/2021 13:20:05,CATD,ESCANER,ACTA PREP
